Ship_Name,Port_Name,ETA_Planned,Optimized_Priority,Queue_Time,Actual_Arrival,Actual_Berth,Actual_Departure,Delay_Hours,Waiting_Time_Hours
KM DOBONSOLO,MANOKWARI,2025-05-30 18:00:00,0.4463719804804508,2025-05-30 07:17:13.460886489,2025-07-07 12:00:00,2025-07-07 12:00:00,2025-07-07 15:00:00,906.0,0.0
KM CIREMAI,MAKASSAR,2025-05-30 12:00:00,0.1945507033387478,2025-05-30 07:19:50.819231532,2025-07-08 09:00:00,2025-07-08 09:00:00,2025-07-08 12:00:00,933.0,0.0
KM TILONGKABILA,LABUAN BAJO,2025-05-30 22:00:00,0.4186257433705039,2025-05-30 11:57:10.735772789,2025-05-30 22:00:00,2025-05-30 22:00:00,2025-05-31 00:00:00,0.0,0.0
KM LAMBELU,TARAKAN,2025-05-30 15:00:00,0.0678246594238544,2025-05-30 13:22:19.949425778,2025-05-31 03:00:00,2025-05-31 03:00:00,2025-05-31 06:00:00,12.0,0.0
KM CIREMAI,BAU-BAU,2025-05-31 07:00:00,0.6522762676989022,2025-05-30 15:20:43.330470814,2025-07-08 12:00:00,2025-07-08 12:00:00,2025-07-08 14:00:00,917.0,0.0
KM LAWIT,SEMARANG,2025-05-31 07:00:00,0.5701549973496021,2025-05-30 17:18:58.608228996,2025-06-21 08:00:00,2025-06-21 08:00:00,2025-06-21 10:00:00,505.0,0.0
KM DOROLONDA,MAKASSAR,2025-05-31 00:00:00,0.1890158747172914,2025-05-30 19:27:49.028424426,2025-07-08 05:00:00,2025-07-08 12:00:00,2025-07-08 15:00:00,924.0,7.0
KM TATAMAILAU,BITUNG,2025-05-31 12:00:00,0.5611019991533976,2025-05-30 22:32:00.787273145,2025-05-31 12:00:00,2025-05-31 12:00:00,2025-05-31 23:00:00,0.0,0.0
KM BK SIGUNTANG,TANJUNG PRIOK,2025-05-31 13:00:00,0.4362541582459223,2025-05-31 02:31:47.640727553,2025-05-31 13:00:00,2025-07-10 07:00:00,2025-07-31 14:00:00,954.0,954.0
KM KELIMUTU,SEMARANG,2025-05-31 14:00:00,0.4735599217988753,2025-05-31 02:38:04.422756578,2025-07-08 20:00:00,2025-07-08 20:00:00,2025-07-09 10:00:00,918.0,0.0
KM DOBONSOLO,BIAK,2025-05-31 07:00:00,0.1574194967850741,2025-05-31 03:13:18.955477769,2025-07-07 15:00:00,2025-07-07 15:00:00,2025-07-07 18:00:00,896.0,0.0
KM TILONGKABILA,MAKASSAR,2025-05-31 18:00:00,0.5192117009568574,2025-05-31 05:32:20.109037326,2025-05-31 18:00:00,2025-07-08 15:00:00,2025-07-08 20:00:00,909.0,909.0
KM JETLINER,KENDARI,2025-05-31 21:00:00,0.6328291944226359,2025-05-31 05:48:43.557601886,2025-05-31 21:00:00,2025-05-31 21:00:00,2025-06-01 07:00:00,0.0,0.0
KM DOROLONDA,BAU-BAU,2025-05-31 17:00:00,0.4519307005495931,2025-05-31 06:09:13.187472516,2025-07-08 15:00:00,2025-07-08 15:00:00,2025-07-08 17:00:00,910.0,0.0
KM LAWIT,KARIMUN JAWA,2025-05-31 16:00:00,0.3667642475858558,2025-05-31 07:11:51.569008581,2025-06-21 10:00:00,2025-06-21 10:00:00,2025-06-22 11:00:00,498.0,0.0
KM DOBONSOLO,JAYAPURA,2025-06-01 07:00:00,0.8613195594225345,2025-05-31 10:19:41.990065893,2025-07-07 18:00:00,2025-07-07 18:00:00,2025-07-08 00:00:00,875.0,0.0
KM LAMBELU,PANTOLOAN,2025-06-01 00:00:00,0.4923419269021984,2025-05-31 12:11:01.657515650,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 02:00:00,0.0,0.0
KM EGON,WAINGAPU,2025-06-01 00:00:00,0.4770321296345423,2025-05-31 12:33:04.423999576,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-01 06:00:00,0.0,0.0
KM KELUD,BATAM,2025-06-01 05:00:00,0.6502532542096887,2025-05-31 13:23:38.118836282,2025-07-10 07:00:00,2025-07-10 07:00:00,2025-07-10 12:00:00,938.0,0.0
KM BK RAYA,KIJANG,2025-05-31 20:00:00,0.2355742017641474,2025-05-31 14:20:46.388967576,2025-07-09 15:00:00,2025-07-09 15:00:00,2025-07-09 18:00:00,931.0,0.0
KM AWU,SURABAYA,2025-05-31 18:00:00,0.1417442668728089,2025-05-31 14:35:53.295342191,2025-05-31 18:00:00,2025-07-09 11:00:00,2025-07-09 18:00:00,929.0,929.0
KM TATAMAILAU,TIDORE,2025-06-01 07:00:00,0.6457273779049042,2025-05-31 15:30:09.154549016,2025-06-01 07:00:00,2025-06-01 07:00:00,2025-06-01 08:00:00,0.0,0.0
KM BK RAYA,LETUNG,2025-06-01 12:00:00,0.7315494564334407,2025-05-31 18:26:34.126964150,2025-07-09 18:00:00,2025-07-09 18:00:00,2025-07-09 19:00:00,918.0,0.0
KM BK RAYA,TAREMPA,2025-06-01 17:00:00,0.9339584934896464,2025-05-31 18:35:05.986162493,2025-07-09 19:00:00,2025-07-09 19:00:00,2025-07-09 21:00:00,914.0,0.0
KM NGGAPULU,MAKASSAR,2025-06-01 04:00:00,0.2278397647271878,2025-05-31 22:31:54.644327570,2025-07-09 11:00:00,2025-07-09 11:00:00,2025-07-09 14:00:00,919.0,0.0
KM LAMBELU,BALIKPAPAN,2025-06-01 15:00:00,0.6649187789123603,2025-05-31 23:02:31.017501971,2025-06-01 15:00:00,2025-06-01 15:00:00,2025-06-01 17:00:00,0.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-06-01 13:00:00,0.5238258902842807,2025-06-01 00:25:41.443079438,2025-07-10 12:00:00,2025-07-10 12:00:00,2025-07-10 13:00:00,935.0,0.0
KM TILONGKABILA,BAU-BAU,2025-06-01 20:00:00,0.7936137086746807,2025-06-01 00:57:11.775570509,2025-07-08 20:00:00,2025-07-08 20:00:00,2025-07-08 22:00:00,888.0,0.0
KM TILONGKABILA,RAHA,2025-06-02 02:00:00,0.815782935725466,2025-06-01 06:25:16.354353321,2025-07-08 22:00:00,2025-07-08 22:00:00,2025-07-09 00:00:00,884.0,0.0
KM EGON,BIMA,2025-06-01 19:00:00,0.4806886677523179,2025-06-01 07:27:48.499106199,2025-06-01 19:00:00,2025-06-01 19:00:00,2025-06-01 23:00:00,0.0,0.0
KM CIREMAI,AMBON,2025-06-01 11:00:00,0.0609388902298425,2025-06-01 09:32:14.879884143,2025-07-08 14:00:00,2025-07-08 14:00:00,2025-07-08 17:00:00,891.0,0.0
KM LAWIT,SEMARANG,2025-06-01 23:00:00,0.5608424232690044,2025-06-01 09:32:23.214629559,2025-06-22 11:00:00,2025-07-09 10:00:00,2025-07-09 15:00:00,899.0,407.0
KM JETLINER,WANCI,2025-06-01 20:00:00,0.4232658782077529,2025-06-01 09:50:29.828122851,2025-06-01 20:00:00,2025-06-01 20:00:00,2025-06-01 22:00:00,0.0,0.0
KM JETLINER,KENDARI,2025-06-02 11:00:00,0.9927576191017382,2025-06-01 11:10:25.741709609,2025-06-02 11:00:00,2025-06-02 11:00:00,2025-06-02 17:00:00,0.0,0.0
KM DOROLONDA,NAMLEA,2025-06-01 19:00:00,0.3241323989508798,2025-06-01 11:13:14.960730645,2025-07-08 17:00:00,2025-07-08 17:00:00,2025-07-08 19:00:00,886.0,0.0
KM TATAMAILAU,SORONG,2025-06-02 12:00:00,1.0,2025-06-01 12:00:00.000000000,2025-06-02 12:00:00,2025-07-07 12:00:00,2025-07-07 15:00:00,840.0,840.0
KM NGGAPULU,BAU-BAU,2025-06-01 22:00:00,0.3969994222700406,2025-06-01 12:28:19.249915869,2025-07-09 14:00:00,2025-07-09 14:00:00,2025-07-09 16:00:00,904.0,0.0
KM DOROLONDA,AMBON,2025-06-02 02:00:00,0.4748690716233326,2025-06-01 14:36:11.312211744,2025-07-08 19:00:00,2025-07-08 19:00:00,2025-07-08 22:00:00,881.0,0.0
KM KELIMUTU,KUMAI,2025-06-02 04:00:00,0.3488925439374172,2025-06-01 19:37:35.684203808,2025-07-09 10:00:00,2025-07-09 10:00:00,2025-07-09 12:00:00,894.0,0.0
KM LAMBELU,PARE-PARE,2025-06-02 09:00:00,0.5525755879614163,2025-06-01 19:44:17.469200134,2025-06-02 09:00:00,2025-06-02 09:00:00,2025-06-02 12:00:00,0.0,0.0
KM AWU,BENOA,2025-06-02 04:00:00,0.1628114459539341,2025-06-02 00:05:33.091069582,2025-07-09 18:00:00,2025-07-09 18:00:00,2025-07-10 00:00:00,902.0,0.0
KM BK RAYA,NATUNA,2025-06-02 06:00:00,0.2105137026894404,2025-06-02 00:56:51.616087631,2025-07-09 21:00:00,2025-07-09 21:00:00,2025-07-10 00:00:00,903.0,0.0
KM EGON,LEMBAR,2025-06-02 16:00:00,0.6056088259094479,2025-06-02 01:27:55.397441423,2025-06-02 16:00:00,2025-06-02 16:00:00,2025-06-02 20:00:00,0.0,0.0
KM DOBONSOLO,MANOKWARI,2025-06-02 21:00:00,0.7664467719253609,2025-06-02 02:36:18.998905648,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-07-08 02:00:00,843.0,0.0
KM KELUD,BELAWAN,2025-06-02 13:00:00,0.3940851168361463,2025-06-02 03:32:31.045905356,2025-07-10 13:00:00,2025-07-10 13:00:00,2025-07-11 13:00:00,912.0,0.0
KM LAMBELU,MAKASSAR,2025-06-02 17:00:00,0.5523120399518158,2025-06-02 03:44:40.239748162,2025-06-02 17:00:00,2025-07-09 14:00:00,2025-07-09 17:00:00,885.0,885.0
KM TILONGKABILA,KENDARI,2025-06-02 10:00:00,0.2018569471312939,2025-06-02 05:09:19.559767857,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 04:00:00,878.0,0.0
KM CIREMAI,SORONG,2025-06-02 12:00:00,0.281030260486392,2025-06-02 05:15:18.985493978,2025-07-08 17:00:00,2025-07-08 17:00:00,2025-07-08 19:00:00,869.0,0.0
KM LABOBAR,TANJUNG PRIOK,2025-06-02 19:00:00,0.454071369528766,2025-06-02 08:06:08.233672716,2025-06-02 19:00:00,2025-07-31 14:00:00,2025-08-01 08:00:00,1411.0,1411.0
KM BK RAYA,SERASAN,2025-06-02 23:00:00,0.5925828345890946,2025-06-02 08:46:40.843091504,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 03:00:00,889.0,0.0
KM DOBONSOLO,BIAK,2025-06-02 09:00:00,0.0,2025-06-02 09:00:00.000000000,2025-07-08 02:00:00,2025-07-08 02:00:00,2025-07-08 04:00:00,857.0,0.0
KM DOROLONDA,SORONG,2025-06-03 01:00:00,0.6522417614794593,2025-06-02 09:20:46.311808175,2025-07-08 22:00:00,2025-07-08 22:00:00,2025-07-09 01:00:00,861.0,0.0
KM JETLINER,WANCI,2025-06-03 06:00:00,0.8576838579285295,2025-06-02 09:24:56.114674974,2025-06-03 06:00:00,2025-06-03 06:00:00,2025-06-03 08:00:00,0.0,0.0
KM NGGAPULU,NAMLEA,2025-06-03 01:00:00,0.600982576512039,2025-06-02 10:34:35.105389360,2025-07-09 16:00:00,2025-07-09 16:00:00,2025-07-09 18:00:00,879.0,0.0
KM BK RAYA,MIDAI,2025-06-02 13:00:00,0.0107610532171356,2025-06-02 12:44:30.245002041,2025-07-10 03:00:00,2025-07-10 03:00:00,2025-07-10 05:00:00,902.0,0.0
KM AWU,BIMA,2025-06-03 07:00:00,0.746427821910488,2025-06-02 13:05:08.636186933,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 02:00:00,881.0,0.0
KM LAMBELU,BAU-BAU,2025-06-03 11:00:00,0.9056794952314848,2025-06-02 13:15:49.291611999,2025-07-09 17:00:00,2025-07-09 17:00:00,2025-07-09 19:00:00,870.0,0.0
KM KELIMUTU,SURABAYA,2025-06-03 08:00:00,0.7549134074007207,2025-06-02 13:52:55.481600579,2025-07-09 12:00:00,2025-07-09 18:00:00,2025-07-09 22:00:00,874.0,6.0
KM TILONGKABILA,LUWUK,2025-06-03 07:00:00,0.6128201854198569,2025-06-02 16:17:32.335979723,2025-07-09 04:00:00,2025-07-09 04:00:00,2025-07-09 07:00:00,861.0,0.0
KM DOROLONDA,MANOKWARI,2025-06-03 17:00:00,0.9902683671540418,2025-06-02 17:14:00.813077891,2025-07-09 01:00:00,2025-07-09 01:00:00,2025-07-09 03:00:00,848.0,0.0
KM DOBONSOLO,SORONG,2025-06-03 14:00:00,0.7115229187787928,2025-06-02 20:55:24.419817513,2025-07-08 04:00:00,2025-07-09 01:00:00,2025-07-09 04:00:00,851.0,21.0
KM NGGAPULU,AMBON,2025-06-03 09:00:00,0.3916460673556898,2025-06-02 23:36:01.779780467,2025-07-09 18:00:00,2025-07-09 18:00:00,2025-07-09 22:00:00,873.0,0.0
KM CIREMAI,SERUI,2025-06-03 14:00:00,0.4001695517138424,2025-06-03 04:23:45.350731925,2025-07-08 19:00:00,2025-07-08 19:00:00,2025-07-08 21:00:00,845.0,0.0
KM TATAMAILAU,KAIMANA,2025-06-03 23:00:00,0.7205382454935747,2025-06-03 05:42:25.495589355,2025-07-07 15:00:00,2025-07-07 15:00:00,2025-07-07 17:00:00,808.0,0.0
KM TATAMAILAU,FAK-FAK,2025-06-03 08:00:00,0.0,2025-06-03 08:00:00.000000000,2025-07-07 17:00:00,2025-07-07 17:00:00,2025-07-07 19:00:00,825.0,0.0
KM AWU,WAINGAPU,2025-06-03 23:00:00,0.617233152215246,2025-06-03 08:11:11.055648603,2025-07-10 02:00:00,2025-07-10 02:00:00,2025-07-10 05:00:00,867.0,0.0
KM LAMBELU,MAUMERE,2025-06-04 02:00:00,0.6744095930567041,2025-06-03 09:48:51.011159901,2025-07-09 19:00:00,2025-07-09 19:00:00,2025-07-09 21:00:00,857.0,0.0
KM BK RAYA,PONTIANAK,2025-06-03 21:00:00,0.4471552218253921,2025-06-03 10:16:05.788834288,2025-07-10 05:00:00,2025-07-10 05:00:00,2025-07-10 07:00:00,872.0,0.0
KM DOROLONDA,NABIRE,2025-06-04 05:00:00,0.7693131607002592,2025-06-03 10:32:11.342915499,2025-07-09 03:00:00,2025-07-09 03:00:00,2025-07-09 05:00:00,838.0,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-06-04 05:00:00,0.7479879770314016,2025-06-03 11:02:53.838784486,2025-06-04 05:00:00,2025-08-01 08:00:00,2025-08-01 20:00:00,1395.0,1395.0
KM EGON,SURABAYA,2025-06-03 19:00:00,0.3301826997168582,2025-06-03 11:04:32.214744462,2025-06-03 19:00:00,2025-07-09 22:00:00,2025-07-10 03:00:00,867.0,867.0
KM LAMBELU,LARANTUKA,2025-06-04 09:00:00,0.9004208712213122,2025-06-03 11:23:23.636726481,2025-07-09 21:00:00,2025-07-09 21:00:00,2025-07-09 23:00:00,852.0,0.0
KM LAWIT,SAMPIT,2025-06-03 13:00:00,0.0589395077285821,2025-06-03 11:35:07.626532251,2025-07-09 15:00:00,2025-07-09 15:00:00,2025-07-10 11:00:00,866.0,0.0
KM JETLINER,RAHA,2025-06-04 07:00:00,0.8080588804553714,2025-06-03 11:36:23.712728656,2025-06-04 07:00:00,2025-07-09 00:00:00,2025-07-09 01:00:00,833.0,833.0
KM WILIS,BATULICIN,2025-06-03 15:00:00,0.1329753829738802,2025-06-03 11:48:30.926911058,2025-06-03 15:00:00,2025-06-03 15:00:00,2025-06-04 18:00:00,0.0,0.0
KM TILONGKABILA,GORONTALO,2025-06-03 21:00:00,0.356836603879875,2025-06-03 12:26:09.317424779,2025-07-09 07:00:00,2025-07-09 07:00:00,2025-07-09 09:00:00,850.0,0.0
KM JETLINER,KENDARI,2025-06-03 21:00:00,0.2194338975324535,2025-06-03 15:44:00.911253196,2025-07-09 01:00:00,2025-07-09 04:00:00,2025-07-09 06:00:00,847.0,3.0
KM CIREMAI,JAYAPURA,2025-06-04 13:00:00,0.7262363107701273,2025-06-03 19:34:13.182749462,2025-07-08 21:00:00,2025-07-08 21:00:00,2025-07-09 08:00:00,824.0,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-06-04 12:00:00,0.6443688427334016,2025-06-03 20:32:06.531987833,2025-07-11 13:00:00,2025-07-11 13:00:00,2025-07-11 14:00:00,889.0,0.0
KM AWU,ENDE,2025-06-04 11:00:00,0.5681528207581512,2025-06-03 21:21:51.596286495,2025-07-10 05:00:00,2025-07-10 05:00:00,2025-07-10 07:00:00,858.0,0.0
KM NGGAPULU,TERNATE,2025-06-04 10:00:00,0.4739810311610224,2025-06-03 22:37:28.038907686,2025-07-09 22:00:00,2025-07-09 22:00:00,2025-07-10 00:00:00,852.0,0.0
KM LABOBAR,SURABAYA,2025-06-04 15:00:00,0.6537641428839258,2025-06-03 23:18:34.778054830,2025-08-01 08:00:00,2025-08-01 08:00:00,2025-08-01 12:00:00,1385.0,0.0
KM TILONGKABILA,BITUNG,2025-06-04 14:00:00,0.6096146630183631,2025-06-03 23:22:09.293115213,2025-07-09 09:00:00,2025-07-09 09:00:00,2025-07-09 22:00:00,835.0,0.0
KM NGGAPULU,JAILOLO,2025-06-04 14:00:00,0.5474321711173081,2025-06-04 00:51:41.860415466,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 02:00:00,850.0,0.0
KM KELIMUTU,BATULICIN,2025-06-04 18:00:00,0.6906039263797258,2025-06-04 01:25:31.820760794,2025-07-09 22:00:00,2025-07-09 22:00:00,2025-07-10 02:00:00,844.0,0.0
KM TATAMAILAU,TUAL,2025-06-04 14:00:00,0.4773416684156411,2025-06-04 02:32:37.679848890,2025-07-07 19:00:00,2025-07-07 19:00:00,2025-07-07 22:00:00,797.0,0.0
KM DOROLONDA,WAREN,2025-06-04 13:00:00,0.3498337671687326,2025-06-04 04:36:14.362516620,2025-07-09 05:00:00,2025-07-09 05:00:00,2025-07-09 07:00:00,832.0,0.0
KM EGON,BATULICIN,2025-06-05 04:00:00,0.959602255898614,2025-06-04 04:58:10.365090359,2025-07-10 03:00:00,2025-07-10 03:00:00,2025-07-10 08:00:00,839.0,0.0
KM LAMBELU,BAU-BAU,2025-06-04 23:00:00,0.6121473337804137,2025-06-04 08:18:30.470361372,2025-07-09 23:00:00,2025-07-09 23:00:00,2025-07-10 01:00:00,840.0,0.0
KM AWU,KUPANG,2025-06-05 02:00:00,0.7016483554485103,2025-06-04 09:09:37.582089250,2025-07-10 07:00:00,2025-07-10 07:00:00,2025-07-10 12:00:00,845.0,0.0
KM JETLINER,KENDARI,2025-06-04 16:00:00,0.2431426540991523,2025-06-04 10:09:52.474685832,2025-07-09 06:00:00,2025-07-09 06:00:00,2025-07-09 08:00:00,830.0,0.0
KM KELUD,BATAM,2025-06-04 16:00:00,0.1155380006233944,2025-06-04 13:13:37.516746141,2025-07-11 14:00:00,2025-07-11 14:00:00,2025-07-11 18:00:00,886.0,0.0
KM JETLINER,WANCI,2025-06-05 07:00:00,0.7253540090986237,2025-06-04 13:35:29.413613879,2025-07-09 08:00:00,2025-07-09 08:00:00,2025-07-09 10:00:00,817.0,0.0
KM TILONGKABILA,GORONTALO,2025-06-05 18:00:00,1.0,2025-06-04 18:00:00.000000000,2025-07-09 22:00:00,2025-07-09 22:00:00,2025-07-10 00:00:00,820.0,0.0
KM CIREMAI,SERUI,2025-06-05 19:00:00,0.9969996475821912,2025-06-04 19:04:19.230448898,2025-07-09 08:00:00,2025-07-09 08:00:00,2025-07-09 10:00:00,805.0,0.0
KM BK RAYA,SURABAYA,2025-06-05 21:00:00,0.980933784464347,2025-06-04 21:27:27.321022282,2025-07-10 07:00:00,2025-08-01 12:00:00,2025-08-01 16:00:00,1359.0,533.0
KM PANGRANGO,AMBON,2025-06-05 12:00:00,0.5994018794091964,2025-06-04 21:36:51.677619045,2025-06-05 12:00:00,2025-07-09 22:00:00,2025-07-11 03:00:00,826.0,826.0
KM NGGAPULU,JAILOLO,2025-06-05 23:00:00,0.8887665656089132,2025-06-05 01:40:10.568731390,2025-07-10 02:00:00,2025-07-10 02:00:00,2025-07-10 04:00:00,819.0,0.0
KM NGGAPULU,BITUNG,2025-06-05 03:00:00,0.052304030608651,2025-06-05 01:44:40.931755412,2025-07-10 04:00:00,2025-07-10 04:00:00,2025-07-10 14:00:00,841.0,0.0
KM DOBONSOLO,BAU-BAU,2025-06-05 10:00:00,0.3181861787142153,2025-06-05 02:21:48.714159093,2025-07-09 04:00:00,2025-07-10 01:00:00,2025-07-10 03:00:00,831.0,21.0
KM AWU,KALABAHI,2025-06-05 20:00:00,0.5769652525027018,2025-06-05 06:09:10.202183766,2025-07-10 12:00:00,2025-07-10 12:00:00,2025-07-10 15:00:00,832.0,0.0
KM TILONGKABILA,LUWUK,2025-06-06 07:00:00,0.9952173457558996,2025-06-05 07:06:53.221326689,2025-07-10 00:00:00,2025-07-10 00:00:00,2025-07-10 02:00:00,809.0,0.0
KM LAWIT,SURABAYA,2025-06-05 13:00:00,0.22668440442495,2025-06-05 07:33:34.467457684,2025-07-10 11:00:00,2025-08-01 16:00:00,2025-08-01 18:00:00,1371.0,533.0
