Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM KELUD,BATAM,2025-01-10 18:00:00,2025-01-10 18:00:00,2025-01-10 21:00:00,0.0
KM WILIS,WAINGAPU,2025-01-10 19:00:00,2025-01-10 19:00:00,2025-01-10 21:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-10 20:00:00,2025-01-10 20:00:00,2025-01-10 22:00:00,0.0
KM LABOBAR,BANDA,2025-01-10 20:00:00,2025-01-10 20:00:00,2025-01-10 21:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-01-10 21:00:00,2025-01-10 21:00:00,2025-01-11 00:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-01-10 21:00:00,2025-01-10 21:00:00,2025-01-11 00:00:00,0.0
KM TIDAR,LEWOLEBA,2025-01-10 22:00:00,2025-01-10 22:00:00,2025-01-11 00:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-01-10 22:00:00,2025-01-10 22:00:00,2025-01-11 00:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-10 22:00:00,2025-01-10 22:00:00,2025-01-11 02:00:00,0.0
KM SIRIMAU,SORONG,2025-01-11 00:00:00,2025-01-11 00:00:00,2025-01-11 06:00:00,0.0
KM CIREMAI,JAYAPURA,2025-01-11 01:00:00,2025-01-11 01:00:00,2025-01-11 06:00:00,0.0
KM TIDAR,LARANTUKA,2025-01-11 03:00:00,2025-01-11 03:00:00,2025-01-11 05:00:00,0.0
KM AWU,BENOA,2025-01-11 03:00:00,2025-01-11 03:00:00,2025-01-11 09:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-11 04:00:00,2025-01-11 04:00:00,2025-01-11 04:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-11 04:00:00,2025-01-11 04:00:00,2025-01-11 16:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-01-11 04:00:00,2025-01-11 04:00:00,2025-01-11 06:00:00,0.0
KM SANGIANG,BACAN,2025-01-11 05:00:00,2025-01-11 05:00:00,2025-01-11 08:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-01-11 05:00:00,2025-01-11 05:00:00,2025-01-11 07:00:00,0.0
KM PANGRANGO,BANDA,2025-01-11 05:00:00,2025-01-11 05:00:00,2025-01-11 07:00:00,0.0
KM LABOBAR,AMBON,2025-01-11 06:00:00,2025-01-11 06:00:00,2025-01-11 08:00:00,0.0
KM JETLINER,WANCI,2025-01-11 06:00:00,2025-01-11 06:00:00,2025-01-11 08:00:00,0.0
KM WILIS,WAIKELO,2025-01-11 06:00:00,2025-01-11 06:00:00,2025-01-11 07:00:00,0.0
KM LAWIT,KARIMUN JAWA,2025-01-11 06:00:00,2025-01-11 06:00:00,2025-01-12 02:00:00,0.0
KM LAWIT,KARIMUN JAWA,2025-01-11 06:00:00,2025-01-12 02:00:00,2025-01-12 22:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-11 07:00:00,2025-01-11 16:00:00,2025-01-11 16:00:00,9.0
KM BK SIGUNTANG,MAKASSAR,2025-01-11 07:00:00,2025-01-11 16:00:00,2025-01-12 09:00:00,0.0
KM BK RAYA,KIJANG,2025-01-11 08:00:00,2025-01-11 08:00:00,2025-01-11 11:00:00,0.0
KM NGGAPULU,BELAWAN,2025-01-11 09:00:00,2025-01-11 09:00:00,2025-01-11 18:00:00,0.0
KM SINABUNG,BITUNG,2025-01-11 09:00:00,2025-01-11 09:00:00,2025-01-11 11:00:00,0.0
KM TIDAR,MAUMERE,2025-01-11 10:00:00,2025-01-11 10:00:00,2025-01-11 12:00:00,0.0
KM LABOBAR,NAMLEA,2025-01-11 13:00:00,2025-01-11 13:00:00,2025-01-11 15:00:00,0.0
KM EGON,BATULICIN,2025-01-11 14:00:00,2025-01-11 14:00:00,2025-01-11 17:00:00,0.0
KM DOROLONDA,BITUNG,2025-01-11 14:00:00,2025-01-11 14:00:00,2025-01-11 17:00:00,0.0
KM BINAIYA,BIMA,2025-01-11 15:00:00,2025-01-11 15:00:00,2025-01-11 16:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-01-11 16:00:00,2025-01-11 16:00:00,2025-01-11 18:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-01-11 18:00:00,2025-01-12 09:00:00,2025-01-12 14:00:00,15.0
KM WILIS,BIMA,2025-01-11 18:00:00,2025-01-11 18:00:00,2025-01-11 20:00:00,0.0
KM JETLINER,KENDARI,2025-01-11 21:00:00,2025-01-11 21:00:00,2025-01-11 21:00:00,0.0
KM PANGRANGO,AMBON,2025-01-11 21:00:00,2025-01-11 21:00:00,2025-01-12 17:00:00,0.0
KM JETLINER,KENDARI,2025-01-11 21:00:00,2025-01-11 21:00:00,2025-01-12 07:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-11 21:00:00,2025-01-11 21:00:00,2025-01-12 00:00:00,0.0
KM SINABUNG,TERNATE,2025-01-11 21:00:00,2025-01-11 21:00:00,2025-01-11 23:00:00,0.0
KM GUNUNG DEMPO,JAYAPURA,2025-01-11 22:00:00,2025-01-11 22:00:00,2025-01-12 04:00:00,0.0
KM BK RAYA,LETUNG,2025-01-12 00:00:00,2025-01-12 00:00:00,2025-01-12 01:00:00,0.0
KM TIDAR,BAU-BAU,2025-01-12 01:00:00,2025-01-12 01:00:00,2025-01-12 04:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-12 02:00:00,2025-01-12 02:00:00,2025-01-12 02:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-12 02:00:00,2025-01-12 02:00:00,2025-01-12 19:00:00,0.0
KM DOROLONDA,TERNATE,2025-01-12 02:00:00,2025-01-12 02:00:00,2025-01-12 04:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-01-12 04:00:00,2025-01-12 04:00:00,2025-01-12 07:00:00,0.0
KM CIREMAI,SERUI,2025-01-12 04:00:00,2025-01-12 04:00:00,2025-01-12 06:00:00,0.0
KM WILIS,LABUAN BAJO,2025-01-12 05:00:00,2025-01-12 05:00:00,2025-01-12 06:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-12 05:00:00,2025-01-12 09:00:00,2025-01-12 13:00:00,0.0
KM BK RAYA,TAREMPA,2025-01-12 05:00:00,2025-01-12 05:00:00,2025-01-12 07:00:00,0.0
KM AWU,BIMA,2025-01-12 06:00:00,2025-01-12 06:00:00,2025-01-12 08:00:00,0.0
KM SANGIANG,SANANA,2025-01-12 06:00:00,2025-01-12 06:00:00,2025-01-12 08:00:00,0.0
KM LAWIT,SEMARANG,2025-01-12 08:00:00,2025-01-12 22:00:00,2025-01-13 01:00:00,0.0
KM LAWIT,SEMARANG,2025-01-12 08:00:00,2025-01-13 01:00:00,2025-01-13 04:00:00,0.0
KM TATAMAILAU,MERAUKE,2025-01-12 10:00:00,2025-01-12 10:00:00,2025-01-13 00:00:00,0.0
KM BINAIYA,BENOA,2025-01-12 15:00:00,2025-01-12 15:00:00,2025-01-12 19:00:00,0.0
KM EGON,PARE-PARE,2025-01-12 15:00:00,2025-01-12 15:00:00,2025-01-12 17:00:00,0.0
KM LABOBAR,BAU-BAU,2025-01-12 15:00:00,2025-01-12 15:00:00,2025-01-12 17:00:00,0.0
KM SIRIMAU,AMBON,2025-01-12 16:00:00,2025-01-12 17:00:00,2025-01-12 20:00:00,1.0
KM LAMBELU,BALIKPAPAN,2025-01-12 16:00:00,2025-01-12 16:00:00,2025-01-12 18:00:00,0.0
KM LEUSER,SURABAYA,2025-01-12 17:00:00,2025-01-12 17:00:00,2025-01-13 21:00:00,0.0
KM BK RAYA,NATUNA,2025-01-12 18:00:00,2025-01-12 18:00:00,2025-01-12 21:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-01-12 20:00:00,2025-01-12 20:00:00,2025-01-12 22:00:00,0.0
KM NGGAPULU,BATAM,2025-01-12 20:00:00,2025-01-12 20:00:00,2025-01-12 23:00:00,0.0
KM JETLINER,WANCI,2025-01-12 20:00:00,2025-01-12 20:00:00,2025-01-12 22:00:00,0.0
KM SINABUNG,AMBON,2025-01-12 21:00:00,2025-01-12 21:00:00,2025-01-13 00:00:00,0.0
KM TIDAR,MAKASSAR,2025-01-12 21:00:00,2025-01-12 21:00:00,2025-01-13 00:00:00,0.0
KM SANGIANG,NAMLEA,2025-01-12 22:00:00,2025-01-12 22:00:00,2025-01-12 23:00:00,0.0
KM AWU,WAINGAPU,2025-01-12 22:00:00,2025-01-12 22:00:00,2025-01-13 01:00:00,0.0
KM DOROLONDA,SORONG,2025-01-12 23:00:00,2025-01-12 23:00:00,2025-01-13 02:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-01-13 00:00:00,2025-01-13 00:00:00,2025-01-13 02:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-01-13 00:00:00,2025-01-13 00:00:00,2025-01-13 02:00:00,0.0
KM BK RAYA,MIDAI,2025-01-13 01:00:00,2025-01-13 01:00:00,2025-01-13 02:00:00,0.0
KM TILONGKABILA,RAHA,2025-01-13 02:00:00,2025-01-13 02:00:00,2025-01-13 04:00:00,0.0
KM WILIS,MAKASSAR,2025-01-13 06:00:00,2025-01-13 06:00:00,2025-01-13 09:00:00,0.0
KM PANGRANGO,BANDA,2025-01-13 07:00:00,2025-01-13 07:00:00,2025-01-13 09:00:00,0.0
KM CIREMAI,SORONG,2025-01-13 07:00:00,2025-01-13 07:00:00,2025-01-13 10:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:00:00,0.0
KM LABOBAR,MAKASSAR,2025-01-13 09:00:00,2025-01-13 09:00:00,2025-01-13 11:00:00,0.0
KM AWU,ENDE,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 12:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 13:00:00,0.0
KM SANGIANG,AMBON,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 14:00:00,0.0
KM TILONGKABILA,KENDARI,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 14:00:00,0.0
KM BK RAYA,SERASAN,2025-01-13 10:00:00,2025-01-13 10:00:00,2025-01-13 12:00:00,0.0
KM JETLINER,KENDARI,2025-01-13 11:00:00,2025-01-13 14:00:00,2025-01-13 20:00:00,3.0
KM DOBONSOLO,SORONG,2025-01-13 12:00:00,2025-01-13 12:00:00,2025-01-13 15:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-01-13 14:00:00,2025-01-13 14:00:00,2025-01-13 16:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-01-13 17:00:00,2025-01-13 17:00:00,2025-01-13 19:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-13 18:00:00,2025-01-13 18:00:00,2025-01-13 21:00:00,0.0
KM BINAIYA,BIMA,2025-01-13 18:00:00,2025-01-13 18:00:00,2025-01-13 21:00:00,0.0
KM EGON,BONTANG,2025-01-13 18:00:00,2025-01-13 18:00:00,2025-01-13 21:00:00,0.0
KM LAWIT,SAMPIT,2025-01-13 20:00:00,2025-01-13 20:00:00,2025-01-14 15:00:00,0.0
KM LAWIT,SAMPIT,2025-01-13 20:00:00,2025-01-14 15:00:00,2025-01-15 10:00:00,0.0
KM SINABUNG,SORONG,2025-01-14 00:00:00,2025-01-14 00:00:00,2025-01-14 02:00:00,0.0
KM AWU,KUPANG,2025-01-14 01:00:00,2025-01-14 01:00:00,2025-01-14 05:00:00,0.0
KM DOROLONDA,NABIRE,2025-01-14 02:00:00,2025-01-14 02:00:00,2025-01-14 04:00:00,0.0
KM SIRIMAU,WANCI,2025-01-14 02:00:00,2025-01-14 02:00:00,2025-01-14 04:00:00,0.0
KM KELUD,BATAM,2025-01-14 02:00:00,2025-01-14 02:00:00,2025-01-14 05:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-01-14 03:00:00,2025-01-14 03:00:00,2025-01-14 07:00:00,0.0
KM KELIMUTU,SEMARANG,2025-01-14 03:00:00,2025-01-14 03:00:00,2025-01-14 13:00:00,0.0
KM BK RAYA,PONTIANAK,2025-01-14 05:00:00,2025-01-14 05:00:00,2025-01-14 07:00:00,0.0
KM JETLINER,WANCI,2025-01-14 06:00:00,2025-01-14 06:00:00,2025-01-14 08:00:00,0.0
KM SANGIANG,BANDA,2025-01-14 06:00:00,2025-01-14 06:00:00,2025-01-14 08:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-01-14 07:00:00,2025-01-14 07:00:00,2025-01-14 10:00:00,0.0
KM TIDAR,SURABAYA,2025-01-14 07:00:00,2025-01-14 07:00:00,2025-01-14 10:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-01-14 07:00:00,2025-01-14 07:00:00,2025-01-14 09:00:00,0.0
KM TILONGKABILA,LUWUK,2025-01-14 07:00:00,2025-01-14 07:00:00,2025-01-14 10:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-14 08:00:00,2025-01-14 08:00:00,2025-01-14 09:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-01-14 08:00:00,2025-01-14 08:00:00,2025-01-14 08:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-01-14 08:00:00,2025-01-14 08:00:00,2025-01-14 16:00:00,0.0
KM DOROLONDA,SERUI,2025-01-14 10:00:00,2025-01-14 10:00:00,2025-01-14 12:00:00,0.0
KM CIREMAI,AMBON,2025-01-14 10:00:00,2025-01-14 10:00:00,2025-01-14 13:00:00,0.0
KM BINAIYA,WAINGAPU,2025-01-14 11:00:00,2025-01-14 11:00:00,2025-01-14 13:00:00,0.0
KM LAMBELU,BAU-BAU,2025-01-14 12:00:00,2025-01-14 12:00:00,2025-01-14 14:00:00,0.0
KM TATAMAILAU,AGATS,2025-01-14 12:00:00,2025-01-14 12:00:00,2025-01-14 20:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-01-14 12:00:00,2025-01-14 12:00:00,2025-01-14 16:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-01-14 13:00:00,2025-01-14 13:00:00,2025-01-14 16:00:00,0.0
KM SIRIMAU,BAU-BAU,2025-01-14 13:00:00,2025-01-14 14:00:00,2025-01-14 17:00:00,1.0
KM WILIS,BATULICIN,2025-01-14 15:00:00,2025-01-14 15:00:00,2025-01-15 18:00:00,0.0
KM WILIS,BATULICIN,2025-01-14 15:00:00,2025-01-15 18:00:00,2025-01-15 18:00:00,0.0
KM LABOBAR,SURABAYA,2025-01-14 15:00:00,2025-01-14 15:00:00,2025-01-14 18:00:00,0.0
KM SINABUNG,MANOKWARI,2025-01-14 17:00:00,2025-01-14 17:00:00,2025-01-14 19:00:00,0.0
KM AWU,KALABAHI,2025-01-14 18:00:00,2025-01-14 18:00:00,2025-01-15 16:00:00,0.0
KM SANGIANG,GESER,2025-01-14 18:00:00,2025-01-14 18:00:00,2025-01-14 19:00:00,0.0
KM JETLINER,KENDARI,2025-01-14 21:00:00,2025-01-14 21:00:00,2025-01-14 23:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-01-14 21:00:00,2025-01-14 21:00:00,2025-01-14 23:00:00,0.0
KM BINAIYA,ENDE,2025-01-14 22:00:00,2025-01-14 22:00:00,2025-01-15 00:00:00,0.0
KM EGON,PARE-PARE,2025-01-14 23:00:00,2025-01-14 23:00:00,2025-01-15 02:00:00,0.0
KM LAMBELU,MAUMERE,2025-01-15 02:00:00,2025-01-15 02:00:00,2025-01-15 04:00:00,0.0
KM DOBONSOLO,SORONG,2025-01-15 02:00:00,2025-01-15 02:00:00,2025-01-15 05:00:00,0.0
KM LEUSER,BENOA,2025-01-15 02:00:00,2025-01-15 02:00:00,2025-01-15 04:00:00,0.0
KM SINABUNG,BIAK,2025-01-15 04:00:00,2025-01-15 04:00:00,2025-01-15 06:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-01-15 07:00:00,2025-01-15 07:00:00,2025-01-15 09:00:00,0.0
KM KELUD,BELAWAN,2025-01-15 07:00:00,2025-01-15 07:00:00,2025-01-15 11:00:00,0.0
KM JETLINER,RAHA,2025-01-15 07:00:00,2025-01-15 07:00:00,2025-01-15 08:00:00,0.0
KM SANGIANG,FAK-FAK,2025-01-15 08:00:00,2025-01-15 08:00:00,2025-01-15 17:00:00,0.0
KM DOROLONDA,JAYAPURA,2025-01-15 08:00:00,2025-01-15 08:00:00,2025-01-15 13:00:00,0.0
KM LAMBELU,LARANTUKA,2025-01-15 09:00:00,2025-01-15 09:00:00,2025-01-15 11:00:00,0.0
KM BINAIYA,KUPANG,2025-01-15 13:00:00,2025-01-15 13:00:00,2025-01-15 17:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-01-15 13:00:00,2025-01-15 13:00:00,2025-01-15 16:00:00,0.0
KM TILONGKABILA,BITUNG,2025-01-15 14:00:00,2025-01-15 14:00:00,2025-01-16 03:00:00,0.0
KM SIRIMAU,MAUMERE,2025-01-15 14:00:00,2025-01-15 14:00:00,2025-01-15 16:00:00,0.0
KM CIREMAI,BAU-BAU,2025-01-15 16:00:00,2025-01-15 16:00:00,2025-01-15 19:00:00,0.0
KM JETLINER,KENDARI,2025-01-15 16:00:00,2025-01-15 16:00:00,2025-01-15 18:00:00,0.0
KM KELIMUTU,KUMAI,2025-01-15 16:00:00,2025-01-15 16:00:00,2025-01-15 20:00:00,0.0
KM NGGAPULU,SURABAYA,2025-01-15 17:00:00,2025-01-15 17:00:00,2025-01-15 20:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-01-15 19:00:00,2025-01-15 19:00:00,2025-01-15 19:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-01-15 19:00:00,2025-01-15 19:00:00,2025-01-15 21:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-01-15 19:00:00,2025-01-15 19:00:00,2025-01-16 04:00:00,0.0
KM LAWIT,SURABAYA,2025-01-15 20:00:00,2025-01-15 20:00:00,2025-01-16 00:00:00,0.0
KM PANGRANGO,BANDA,2025-01-15 20:00:00,2025-01-15 20:00:00,2025-01-15 22:00:00,0.0
KM LAWIT,SURABAYA,2025-01-15 20:00:00,2025-01-16 00:00:00,2025-01-16 04:00:00,0.0
KM LAMBELU,BAU-BAU,2025-01-15 23:00:00,2025-01-15 23:00:00,2025-01-16 01:00:00,0.0
KM TATAMAILAU,DOBO,2025-01-16 00:00:00,2025-01-16 00:00:00,2025-01-16 02:00:00,0.0
KM SIRIMAU,LEWOLEBA,2025-01-16 02:00:00,2025-01-16 02:00:00,2025-01-16 04:00:00,0.0
KM LEUSER,BIMA,2025-01-16 03:00:00,2025-01-16 03:00:00,2025-01-16 05:00:00,0.0
KM EGON,BONTANG,2025-01-16 04:00:00,2025-01-16 04:00:00,2025-01-16 07:00:00,0.0
KM SINABUNG,JAYAPURA,2025-01-16 04:00:00,2025-01-16 04:00:00,2025-01-16 10:00:00,0.0
KM AWU,KUPANG,2025-01-16 05:00:00,2025-01-16 05:00:00,2025-01-16 09:00:00,0.0
KM BK RAYA,SURABAYA,2025-01-16 05:00:00,2025-01-16 05:00:00,2025-01-16 09:00:00,0.0
KM BINAIYA,ENDE,2025-01-16 06:00:00,2025-01-16 06:00:00,2025-01-16 08:00:00,0.0
KM SANGIANG,GESER,2025-01-16 07:00:00,2025-01-16 07:00:00,2025-01-16 09:00:00,0.0
KM JETLINER,WANCI,2025-01-16 07:00:00,2025-01-16 07:00:00,2025-01-16 09:00:00,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-01-16 07:00:00,2025-01-16 07:00:00,2025-01-16 09:00:00,0.0
KM DOROLONDA,SERUI,2025-01-16 08:00:00,2025-01-16 08:00:00,2025-01-16 10:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-16 09:00:00,2025-01-16 09:00:00,2025-01-16 10:00:00,0.0
KM TATAMAILAU,TUAL,2025-01-16 11:00:00,2025-01-16 11:00:00,2025-01-16 14:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-16 12:00:00,2025-01-16 12:00:00,2025-01-16 16:00:00,0.0
KM PANGRANGO,AMBON,2025-01-16 12:00:00,2025-01-16 12:00:00,2025-01-16 12:00:00,0.0
KM PANGRANGO,AMBON,2025-01-16 12:00:00,2025-01-16 12:00:00,2025-01-17 16:00:00,0.0
KM CIREMAI,MAKASSAR,2025-01-16 12:00:00,2025-01-16 12:00:00,2025-01-16 15:00:00,0.0
KM KELUD,BATAM,2025-01-16 13:00:00,2025-01-16 13:00:00,2025-01-16 22:00:00,0.0
KM LEUSER,LABUAN BAJO,2025-01-16 13:00:00,2025-01-16 13:00:00,2025-01-16 15:00:00,0.0
KM DOROLONDA,NABIRE,2025-01-16 16:00:00,2025-01-16 16:00:00,2025-01-16 18:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-16 16:00:00,2025-01-16 16:00:00,2025-01-16 20:00:00,0.0
KM BINAIYA,WAINGAPU,2025-01-16 17:00:00,2025-01-16 17:00:00,2025-01-16 18:00:00,0.0
KM SIRIMAU,KUPANG,2025-01-16 17:00:00,2025-01-16 17:00:00,2025-01-16 23:00:00,0.0
KM TILONGKABILA,GORONTALO,2025-01-16 18:00:00,2025-01-16 18:00:00,2025-01-16 20:00:00,0.0
KM SANGIANG,BANDA,2025-01-16 19:00:00,2025-01-16 19:00:00,2025-01-16 21:00:00,0.0
KM KELIMUTU,SEMARANG,2025-01-16 21:00:00,2025-01-16 21:00:00,2025-01-17 13:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-16 21:00:00,2025-01-16 21:00:00,2025-01-17 00:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-01-16 22:00:00,2025-01-16 22:00:00,2025-01-17 00:00:00,0.0
KM JETLINER,KENDARI,2025-01-16 22:00:00,2025-01-16 22:00:00,2025-01-17 17:00:00,0.0
KM AWU,ENDE,2025-01-16 22:00:00,2025-01-16 22:00:00,2025-01-17 01:00:00,0.0
KM WILIS,MAKASSAR,2025-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 08:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-01-17 02:00:00,2025-01-17 08:00:00,2025-01-17 12:00:00,6.0
KM TIDAR,KIJANG,2025-01-17 02:00:00,2025-01-17 02:00:00,2025-01-17 02:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-17 02:00:00,2025-01-17 02:00:00,2025-01-17 06:00:00,0.0
KM TIDAR,KIJANG,2025-01-17 02:00:00,2025-01-17 02:00:00,2025-01-17 09:00:00,0.0
KM LABOBAR,SURABAYA,2025-01-17 03:00:00,2025-01-17 03:00:00,2025-01-17 07:00:00,0.0
KM LAWIT,KUMAI,2025-01-17 04:00:00,2025-01-17 04:00:00,2025-01-17 04:00:00,0.0
KM LAWIT,KUMAI,2025-01-17 04:00:00,2025-01-17 04:00:00,2025-01-17 04:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-01-17 04:00:00,2025-01-17 04:00:00,2025-01-17 06:00:00,0.0
KM LAWIT,KUMAI,2025-01-17 04:00:00,2025-01-17 04:00:00,2025-01-17 14:00:00,0.0
KM SINABUNG,BIAK,2025-01-17 07:00:00,2025-01-17 07:00:00,2025-01-17 09:00:00,0.0
KM TILONGKABILA,LUWUK,2025-01-17 07:00:00,2025-01-17 07:00:00,2025-01-17 09:00:00,0.0
KM BINAIYA,BIMA,2025-01-17 08:00:00,2025-01-17 08:00:00,2025-01-17 09:00:00,0.0
KM EGON,PARE-PARE,2025-01-17 08:00:00,2025-01-17 08:00:00,2025-01-17 10:00:00,0.0
KM AWU,WAINGAPU,2025-01-17 10:00:00,2025-01-17 10:00:00,2025-01-17 13:00:00,0.0
KM LEUSER,MAKASSAR,2025-01-17 11:00:00,2025-01-17 12:00:00,2025-01-17 17:00:00,1.0
KM GUNUNG DEMPO,SURABAYA,2025-01-17 11:00:00,2025-01-17 11:00:00,2025-01-17 13:00:00,0.0
KM SIRIMAU,KALABAHI,2025-01-17 14:00:00,2025-01-17 14:00:00,2025-01-17 16:00:00,0.0
KM SANGIANG,AMBON,2025-01-17 15:00:00,2025-01-17 16:00:00,2025-01-18 01:00:00,1.0
KM DOBONSOLO,MAKASSAR,2025-01-17 16:00:00,2025-01-17 17:00:00,2025-01-17 20:00:00,1.0
KM TATAMAILAU,AMBON,2025-01-17 16:00:00,2025-01-18 01:00:00,2025-01-18 04:00:00,9.0
KM DOROLONDA,SORONG,2025-01-17 18:00:00,2025-01-17 18:00:00,2025-01-17 21:00:00,0.0
KM SINABUNG,MANOKWARI,2025-01-17 18:00:00,2025-01-17 18:00:00,2025-01-17 20:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-01-17 18:00:00,2025-01-17 18:00:00,2025-01-17 20:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-01-17 21:00:00,2025-01-17 21:00:00,2025-01-18 00:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-01-17 22:00:00,2025-01-17 22:00:00,2025-01-18 00:00:00,0.0
KM CIREMAI,SURABAYA,2025-01-17 22:00:00,2025-01-17 22:00:00,2025-01-18 00:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-01-18 02:00:00,2025-01-18 02:00:00,2025-01-18 04:00:00,0.0
KM AWU,BIMA,2025-01-18 03:00:00,2025-01-18 03:00:00,2025-01-18 06:00:00,0.0
KM TILONGKABILA,KENDARI,2025-01-18 03:00:00,2025-01-18 03:00:00,2025-01-18 07:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-18 04:00:00,2025-01-18 04:00:00,2025-01-18 04:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-18 04:00:00,2025-01-18 04:00:00,2025-01-18 21:00:00,0.0
KM PANGRANGO,BANDA,2025-01-18 06:00:00,2025-01-18 06:00:00,2025-01-19 16:00:00,0.0
KM JETLINER,WANCI,2025-01-18 06:00:00,2025-01-18 06:00:00,2025-01-18 08:00:00,0.0
KM EGON,BATULICIN,2025-01-18 07:00:00,2025-01-18 07:00:00,2025-01-18 10:00:00,0.0
KM BK RAYA,PONTIANAK,2025-01-18 08:00:00,2025-01-18 08:00:00,2025-01-18 10:00:00,0.0
KM WILIS,LABUAN BAJO,2025-01-18 08:00:00,2025-01-18 08:00:00,2025-01-18 09:00:00,0.0
KM BINAIYA,BENOA,2025-01-18 08:00:00,2025-01-18 08:00:00,2025-01-18 08:00:00,0.0
KM BINAIYA,BENOA,2025-01-18 08:00:00,2025-01-18 08:00:00,2025-01-19 00:00:00,0.0
KM LABOBAR,MAKASSAR,2025-01-18 10:00:00,2025-01-18 10:00:00,2025-01-18 13:00:00,0.0
KM SINABUNG,SORONG,2025-01-18 11:00:00,2025-01-18 11:00:00,2025-01-18 13:00:00,0.0
KM BK SIGUNTANG,KUPANG,2025-01-18 11:00:00,2025-01-18 11:00:00,2025-01-18 17:00:00,0.0
KM SANGIANG,NAMLEA,2025-01-18 12:00:00,2025-01-18 12:00:00,2025-01-18 15:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-01-18 13:00:00,2025-01-18 13:00:00,2025-01-18 15:00:00,0.0
KM TILONGKABILA,RAHA,2025-01-18 14:00:00,2025-01-18 14:00:00,2025-01-18 15:00:00,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-01-18 14:00:00,2025-01-18 21:00:00,2025-01-19 10:00:00,7.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-01-18 14:00:00,2025-01-19 10:00:00,2025-01-19 10:00:00,0.0
KM LEUSER,BAU-BAU,2025-01-18 15:00:00,2025-01-18 15:00:00,2025-01-18 17:00:00,0.0
