Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port,Optimized_Priority
KM AWU,VOY_02_2025,10,ENDE,2025-01-30 21:00:00,2.0,WAINGAPU,0.6657912365848362
KM AWU,VOY_02_2025,11,WAINGAPU,2025-01-31 08:00:00,3.0,BIMA,0.27850200406571135
KM AWU,VOY_02_2025,12,BIMA,2025-02-01 01:00:00,2.0,BENOA,0.7095757728669164
KM AWU,VOY_02_2025,13,BENOA,2025-02-02 00:00:00,6.0,SURABAYA,0.5925525042509233
KM AWU,VOY_02_2025,14,SURABAYA,2025-02-03 10:00:00,4.0,KUMAI,0.3782273160284564
KM AWU,VOY_02_2025,15,KUMAI,2025-02-04 18:00:00,0.0,,0.5519333035373962
KM KELUD,VOY_01_2025,1,TANJUNG PRIOK,2024-12-30 04:00:00,15.0,BATAM,0.7116015123628505
KM KELUD,VOY_01_2025,2,BATAM,2025-01-01 02:00:00,3.0,TANJUNG BALAI KARIMUN,0.34483118905498394
KM KELUD,VOY_01_2025,3,TANJUNG BALAI KARIMUN,2025-01-01 08:00:00,1.0,BELAWAN,0.631952720197414
KM KELUD,VOY_01_2025,4,BELAWAN,2025-01-02 07:00:00,4.0,BATAM,0.48851953992135877
KM KELUD,VOY_01_2025,5,BATAM,2025-01-03 10:00:00,3.0,BELAWAN,0.4651918577714204
KM KELUD,VOY_01_2025,6,BELAWAN,2025-01-04 11:00:00,4.0,BATAM,0.7942234713550602
KM KELUD,VOY_01_2025,7,BATAM,2025-01-05 13:00:00,3.0,BELAWAN,0.0
KM KELUD,VOY_01_2025,8,BELAWAN,2025-01-06 14:00:00,18.0,BATAM,0.6820525952611812
KM KELUD,VOY_01_2025,9,BATAM,2025-01-08 07:00:00,7.0,BELAWAN,0.4645810922390492
KM KELUD,VOY_01_2025,10,BELAWAN,2025-01-09 13:00:00,3.0,TANJUNG BALAI KARIMUN,0.7849779356017947
KM KELUD,VOY_01_2025,11,TANJUNG BALAI KARIMUN,2025-01-10 14:00:00,1.0,BATAM,0.7015891781656709
KM KELUD,VOY_01_2025,12,BATAM,2025-01-10 18:00:00,3.0,TANJUNG PRIOK,0.5409451098264484
KM KELUD,VOY_01_2025,13,TANJUNG PRIOK,2025-01-12 02:00:00,0.0,,0.7035226806255146
KM KELUD,VOY_02_2025,1,TANJUNG PRIOK,2025-01-12 02:00:00,17.0,BATAM,0.4678702263246768
KM KELUD,VOY_02_2025,2,BATAM,2025-01-14 02:00:00,3.0,TANJUNG BALAI KARIMUN,0.24144471034849294
KM KELUD,VOY_02_2025,3,TANJUNG BALAI KARIMUN,2025-01-14 08:00:00,1.0,BELAWAN,0.719613137140029
KM KELUD,VOY_02_2025,4,BELAWAN,2025-01-15 07:00:00,4.0,TANJUNG BALAI KARIMUN,0.5140788888055909
KM KELUD,VOY_02_2025,5,TANJUNG BALAI KARIMUN,2025-01-16 09:00:00,1.0,BATAM,0.7981814761770621
KM KELUD,VOY_02_2025,6,BATAM,2025-01-16 13:00:00,9.0,TANJUNG PRIOK,0.4531122255987074
KM KELUD,VOY_02_2025,7,TANJUNG PRIOK,2025-01-18 04:00:00,0.0,,0.6385169762287114
KM KELUD,VOY_03_2025,1,TANJUNG PRIOK,2025-01-18 04:00:00,17.0,BATAM,0.467974322730202
KM KELUD,VOY_03_2025,2,BATAM,2025-01-20 04:00:00,7.0,TANJUNG BALAI KARIMUN,0.31524286104181765
KM KELUD,VOY_03_2025,3,TANJUNG BALAI KARIMUN,2025-01-20 14:00:00,1.0,BELAWAN,0.7806626150351339
KM KELUD,VOY_03_2025,4,BELAWAN,2025-01-21 13:00:00,4.0,TANJUNG BALAI KARIMUN,0.40853796788568153
KM KELUD,VOY_03_2025,5,TANJUNG BALAI KARIMUN,2025-01-22 15:00:00,1.0,BATAM,0.7562525796129242
KM KELUD,VOY_03_2025,6,BATAM,2025-01-22 19:00:00,4.0,TANJUNG PRIOK,0.5936035238285255
KM KELUD,VOY_03_2025,7,TANJUNG PRIOK,2025-01-24 05:00:00,0.0,,0.7592500836216509
KM KELUD,VOY_04_2025,1,TANJUNG PRIOK,2025-01-24 05:00:00,16.0,BATAM,0.1659533036807494
KM KELUD,VOY_04_2025,2,BATAM,2025-01-26 04:00:00,4.0,TANJUNG BALAI KARIMUN,0.6864688491282127
KM KELUD,VOY_04_2025,3,TANJUNG BALAI KARIMUN,2025-01-26 11:00:00,1.0,BELAWAN,0.6638277183497454
KM KELUD,VOY_04_2025,4,BELAWAN,2025-01-27 10:00:00,21.0,TANJUNG BALAI KARIMUN,0.9228036714417562
KM KELUD,VOY_04_2025,5,TANJUNG BALAI KARIMUN,2025-01-29 05:00:00,1.0,BATAM,0.29666025506767446
KM KELUD,VOY_04_2025,6,BATAM,2025-01-29 09:00:00,3.0,TANJUNG PRIOK,0.32630518259459984
KM KELUD,VOY_04_2025,7,TANJUNG PRIOK,2025-01-30 18:00:00,0.0,,0.42797043850478544
KM LAWIT,VOY_01_2025,1,TANJUNG PRIOK,2025-01-01 13:00:00,35.0,SURABAYA,0.5504519503147005
KM LAWIT,VOY_01_2025,2,SURABAYA,2025-01-04 16:00:00,4.0,SAMPIT,0.6473488119785487
KM LAWIT,VOY_01_2025,3,SAMPIT,2025-01-06 00:00:00,20.0,SEMARANG,0.17917426692543512
KM LAWIT,VOY_01_2025,4,SEMARANG,2025-01-08 04:00:00,6.0,KUMAI,0.6386334633052214
KM LAWIT,VOY_01_2025,5,KUMAI,2025-01-09 13:00:00,2.0,SEMARANG,0.7689838932403772
KM LAWIT,VOY_01_2025,6,SEMARANG,2025-01-10 17:00:00,6.0,KARIMUN JAWA,0.45187613380264835
KM LAWIT,VOY_01_2025,7,KARIMUN JAWA,2025-01-11 06:00:00,20.0,SEMARANG,0.7143600062013288
KM LAWIT,VOY_01_2025,8,SEMARANG,2025-01-12 08:00:00,3.0,SAMPIT,0.37392694898401685
KM LAWIT,VOY_01_2025,9,SAMPIT,2025-01-13 20:00:00,19.0,SURABAYA,0.5038647343530422
KM LAWIT,VOY_01_2025,10,SURABAYA,2025-01-15 20:00:00,4.0,KUMAI,0.5374628839209715
KM LAWIT,VOY_01_2025,11,KUMAI,2025-01-17 04:00:00,0.0,,0.3538718148543026
KM LAWIT,VOY_02_2025,1,KUMAI,2025-01-17 04:00:00,10.0,SURABAYA,0.5851126874536489
KM LAWIT,VOY_02_2025,2,SURABAYA,2025-01-18 18:00:00,6.0,BENOA,0.2080971572374756
KM LAWIT,VOY_02_2025,3,BENOA,2025-01-20 05:00:00,5.0,BIMA,0.5576900441094923
KM LAWIT,VOY_02_2025,4,BIMA,2025-01-21 08:00:00,2.0,WAINGAPU,0.3592295062055866
KM LAWIT,VOY_02_2025,5,WAINGAPU,2025-01-22 01:00:00,3.0,ENDE,0.365918528203195
KM LAWIT,VOY_02_2025,6,ENDE,2025-01-22 14:00:00,2.0,KALABAHI,0.19715813055929338
KM LAWIT,VOY_02_2025,7,KALABAHI,2025-01-23 11:00:00,2.0,KUPANG,0.3504540762040055
KM LAWIT,VOY_02_2025,8,KUPANG,2025-01-24 02:00:00,4.0,ROTE,0.5190394508206109
KM LAWIT,VOY_02_2025,9,ROTE,2025-01-24 11:00:00,2.0,KUPANG,0.21249428708414456
KM LAWIT,VOY_02_2025,10,KUPANG,2025-01-24 18:00:00,4.0,KALABAHI,0.13682622519051058
KM LAWIT,VOY_02_2025,11,KALABAHI,2025-01-25 11:00:00,2.0,ENDE,0.3716743268706491
KM LAWIT,VOY_02_2025,12,ENDE,2025-01-26 08:00:00,2.0,WAINGAPU,0.5401965463529588
KM LAWIT,VOY_02_2025,13,WAINGAPU,2025-01-26 20:00:00,3.0,BIMA,0.3568670020162119
KM LAWIT,VOY_02_2025,14,BIMA,2025-01-27 14:00:00,2.0,BENOA,0.7804311268354294
KM LAWIT,VOY_02_2025,15,BENOA,2025-01-28 14:00:00,3.0,SURABAYA,0.8851438126172771
KM LAWIT,VOY_02_2025,16,SURABAYA,2025-01-29 23:00:00,3.0,KUMAI,0.39151426091816427
KM LAWIT,VOY_02_2025,17,KUMAI,2025-01-31 07:00:00,0.0,,0.3083012759498023
KM LAWIT,VOY_03_2025,1,TANJUNG PRIOK,2025-01-01 13:00:00,35.0,SURABAYA,0.9639211144297025
KM LAWIT,VOY_03_2025,2,SURABAYA,2025-01-04 16:00:00,4.0,SAMPIT,0.5173901698035834
KM LAWIT,VOY_03_2025,3,SAMPIT,2025-01-06 00:00:00,20.0,SEMARANG,0.6278041693674652
KM LAWIT,VOY_03_2025,4,SEMARANG,2025-01-08 04:00:00,6.0,KUMAI,0.7265407827864115
KM LAWIT,VOY_03_2025,5,KUMAI,2025-01-09 13:00:00,2.0,SEMARANG,0.39899671248471785
KM LAWIT,VOY_03_2025,6,SEMARANG,2025-01-10 17:00:00,6.0,KARIMUN JAWA,0.4263824980044779
KM LAWIT,VOY_03_2025,7,KARIMUN JAWA,2025-01-11 06:00:00,20.0,SEMARANG,0.137679704772657
KM LAWIT,VOY_03_2025,8,SEMARANG,2025-01-12 08:00:00,3.0,SAMPIT,0.31208205618902723
KM LAWIT,VOY_03_2025,9,SAMPIT,2025-01-13 20:00:00,19.0,SURABAYA,0.37679918478122787
KM LAWIT,VOY_03_2025,10,SURABAYA,2025-01-15 20:00:00,4.0,KUMAI,0.43620524590280063
KM LAWIT,VOY_03_2025,11,KUMAI,2025-01-17 04:00:00,0.0,,0.5913390804226849
KM NGGAPULU,VOY_01_2025,1,TANJUNG PRIOK,2025-01-08 05:00:00,16.0,BATAM,0.5846286990128438
KM NGGAPULU,VOY_01_2025,2,BATAM,2025-01-10 06:00:00,3.0,BELAWAN,0.6132397758255601
KM NGGAPULU,VOY_01_2025,3,BELAWAN,2025-01-11 09:00:00,9.0,BATAM,0.5728660843966873
KM NGGAPULU,VOY_01_2025,4,BATAM,2025-01-12 20:00:00,3.0,TANJUNG PRIOK,0.47487935115241664
KM NGGAPULU,VOY_01_2025,5,TANJUNG PRIOK,2025-01-14 08:00:00,0.0,,0.4201055211129162
KM NGGAPULU,VOY_02_2025,1,TANJUNG PRIOK,2025-01-14 08:00:00,8.0,SURABAYA,0.35602338054605565
KM NGGAPULU,VOY_02_2025,2,SURABAYA,2025-01-15 17:00:00,3.0,MAKASSAR,0.6645666277948429
KM NGGAPULU,VOY_02_2025,3,MAKASSAR,2025-01-17 02:00:00,4.0,BAU-BAU,0.6430779143930568
KM NGGAPULU,VOY_02_2025,4,BAU-BAU,2025-01-17 21:00:00,3.0,NAMLEA,0.5553799883960449
KM NGGAPULU,VOY_02_2025,5,NAMLEA,2025-01-19 01:00:00,2.0,AMBON,0.4912392356182854
KM NGGAPULU,VOY_02_2025,6,AMBON,2025-01-19 08:00:00,4.0,TERNATE,0.34529666038891893
KM NGGAPULU,VOY_02_2025,7,TERNATE,2025-01-20 10:00:00,2.0,JAILOLO,0.4412349537813419
KM NGGAPULU,VOY_02_2025,8,JAILOLO,2025-01-20 14:00:00,2.0,BITUNG,0.49673227979515366
KM NGGAPULU,VOY_02_2025,9,BITUNG,2025-01-21 01:00:00,4.0,JAILOLO,0.5151272818833539
KM NGGAPULU,VOY_02_2025,10,JAILOLO,2025-01-21 14:00:00,2.0,TERNATE,0.4223340423109641
KM NGGAPULU,VOY_02_2025,11,TERNATE,2025-01-21 18:00:00,2.0,AMBON,0.2519905609571976
KM NGGAPULU,VOY_02_2025,12,AMBON,2025-01-22 17:00:00,5.0,NAMLEA,0.5028590635005339
KM NGGAPULU,VOY_02_2025,13,NAMLEA,2025-01-23 03:00:00,2.0,BAU-BAU,0.8716713118066243
KM NGGAPULU,VOY_02_2025,14,BAU-BAU,2025-01-24 06:00:00,2.0,MAKASSAR,0.5020896841623345
KM NGGAPULU,VOY_02_2025,15,MAKASSAR,2025-01-25 00:00:00,3.0,SURABAYA,0.3458311917634245
KM NGGAPULU,VOY_02_2025,16,SURABAYA,2025-01-26 10:00:00,4.0,TANJUNG PRIOK,0.4030181672943354
KM NGGAPULU,VOY_02_2025,17,TANJUNG PRIOK,2025-01-27 16:00:00,0.0,,0.08388019620639514
KM PANGRANGO,VOY_01_2025,1,AMBON,2025-01-02 12:00:00,28.0,BANDA,0.4522132781536375
KM PANGRANGO,VOY_01_2025,2,BANDA,2025-01-04 06:00:00,34.0,AMBON,0.2785099061425135
KM PANGRANGO,VOY_01_2025,3,AMBON,2025-01-06 06:00:00,14.0,NAMROLE,0.9403075899016354
KM PANGRANGO,VOY_01_2025,4,NAMROLE,2025-01-07 06:00:00,2.0,AMBON,0.6245134631468802
KM PANGRANGO,VOY_01_2025,5,AMBON,2025-01-07 18:00:00,6.0,BANDA,0.5906464066670454
KM PANGRANGO,VOY_01_2025,6,BANDA,2025-01-08 14:00:00,2.0,SAUMLAKI,0.6843269330085248
KM PANGRANGO,VOY_01_2025,7,SAUMLAKI,2025-01-09 19:00:00,5.0,BANDA,0.7065271637361088
KM PANGRANGO,VOY_01_2025,8,BANDA,2025-01-11 05:00:00,2.0,AMBON,0.08372326970555705
KM PANGRANGO,VOY_01_2025,9,AMBON,2025-01-11 21:00:00,20.0,BANDA,0.5200929531491287
KM PANGRANGO,VOY_01_2025,10,BANDA,2025-01-13 07:00:00,2.0,SAUMLAKI,0.46739615584440564
KM PANGRANGO,VOY_01_2025,11,SAUMLAKI,2025-01-14 12:00:00,4.0,BANDA,0.20271517435068556
KM PANGRANGO,VOY_01_2025,12,BANDA,2025-01-15 20:00:00,2.0,AMBON,0.7807976958830299
KM PANGRANGO,VOY_01_2025,13,AMBON,2025-01-16 12:00:00,0.0,,0.6559583203494188
KM PANGRANGO,VOY_02_2025,1,AMBON,2025-01-16 12:00:00,28.0,BANDA,0.4507747347426103
KM PANGRANGO,VOY_02_2025,2,BANDA,2025-01-18 06:00:00,34.0,AMBON,0.6440473879397209
KM PANGRANGO,VOY_02_2025,3,AMBON,2025-01-20 06:00:00,14.0,NAMROLE,0.4663590784971886
KM PANGRANGO,VOY_02_2025,4,NAMROLE,2025-01-21 06:00:00,2.0,AMBON,0.3106106839222001
KM PANGRANGO,VOY_02_2025,5,AMBON,2025-01-21 18:00:00,6.0,BANDA,0.09900821053716083
KM PANGRANGO,VOY_02_2025,6,BANDA,2025-01-22 14:00:00,2.0,SAUMLAKI,0.5227482988051944
KM PANGRANGO,VOY_02_2025,7,SAUMLAKI,2025-01-23 19:00:00,5.0,BANDA,0.2662887221402354
KM PANGRANGO,VOY_02_2025,8,BANDA,2025-01-25 05:00:00,2.0,AMBON,0.6378587737755437
KM PANGRANGO,VOY_02_2025,9,AMBON,2025-01-25 21:00:00,20.0,BANDA,0.2772979450127644
KM PANGRANGO,VOY_02_2025,10,BANDA,2025-01-27 07:00:00,2.0,SAUMLAKI,0.42082066155667913
KM PANGRANGO,VOY_02_2025,11,SAUMLAKI,2025-01-28 12:00:00,4.0,BANDA,0.5624555620966225
KM PANGRANGO,VOY_02_2025,12,BANDA,2025-01-29 20:00:00,2.0,AMBON,0.3396300230219803
KM PANGRANGO,VOY_02_2025,13,AMBON,2025-01-30 12:00:00,0.0,,0.7001436167132804
KM SANGIANG,VOY_01_2025,1,BITUNG,2025-01-07 17:00:00,45.0,TERNATE,0.0
KM SANGIANG,VOY_01_2025,2,TERNATE,2025-01-10 11:00:00,3.0,BACAN,0.7694236886503212
KM SANGIANG,VOY_01_2025,3,BACAN,2025-01-11 05:00:00,3.0,SANANA,0.6019039116415743
KM SANGIANG,VOY_01_2025,4,SANANA,2025-01-12 06:00:00,2.0,NAMLEA,0.4276793630202868
KM SANGIANG,VOY_01_2025,5,NAMLEA,2025-01-12 22:00:00,1.0,AMBON,0.4579420926051768
KM SANGIANG,VOY_01_2025,6,AMBON,2025-01-13 10:00:00,4.0,BANDA,0.6216618669148697
KM SANGIANG,VOY_01_2025,7,BANDA,2025-01-14 06:00:00,2.0,GESER,0.4852222820846923
KM SANGIANG,VOY_01_2025,8,GESER,2025-01-14 18:00:00,1.0,FAK-FAK,0.1923087001227406
KM SANGIANG,VOY_01_2025,9,FAK-FAK,2025-01-15 08:00:00,9.0,GESER,0.469563362446958
KM SANGIANG,VOY_01_2025,10,GESER,2025-01-16 07:00:00,2.0,BANDA,0.5225891970340357
KM SANGIANG,VOY_01_2025,11,BANDA,2025-01-16 19:00:00,2.0,AMBON,0.41157305451077386
KM SANGIANG,VOY_01_2025,12,AMBON,2025-01-17 15:00:00,9.0,NAMLEA,0.26580930058219643
KM SANGIANG,VOY_01_2025,13,NAMLEA,2025-01-18 12:00:00,3.0,SANANA,0.24987104653537287
KM SANGIANG,VOY_01_2025,14,SANANA,2025-01-19 06:00:00,2.0,BACAN,0.45777177085698306
KM SANGIANG,VOY_01_2025,15,BACAN,2025-01-20 06:00:00,2.0,TERNATE,0.467701183604193
KM SANGIANG,VOY_01_2025,16,TERNATE,2025-01-20 20:00:00,2.0,BITUNG,0.43638137265859367
KM SANGIANG,VOY_01_2025,17,BITUNG,2025-01-21 17:00:00,0.0,,0.4301819757200135
KM SANGIANG,VOY_02_2025,1,BITUNG,2025-01-21 17:00:00,47.0,TERNATE,0.35733976480899254
KM SANGIANG,VOY_02_2025,2,TERNATE,2025-01-24 13:00:00,3.0,BACAN,0.16994395009887284
KM SANGIANG,VOY_02_2025,3,BACAN,2025-01-25 05:00:00,2.0,SANANA,0.831331322073203
KM SANGIANG,VOY_02_2025,4,SANANA,2025-01-26 06:00:00,2.0,NAMLEA,0.6948196454377776
KM SANGIANG,VOY_02_2025,5,NAMLEA,2025-01-26 22:00:00,1.0,AMBON,0.6808593364291374
KM SANGIANG,VOY_02_2025,6,AMBON,2025-01-27 09:00:00,4.0,BANDA,0.6935209966197298
KM SANGIANG,VOY_02_2025,7,BANDA,2025-01-28 05:00:00,2.0,GESER,0.44682417795499874
KM SANGIANG,VOY_02_2025,8,GESER,2025-01-28 17:00:00,2.0,FAK-FAK,0.5079663518029421
KM SANGIANG,VOY_02_2025,9,FAK-FAK,2025-01-29 07:00:00,9.0,GESER,0.4177744862255546
KM SANGIANG,VOY_02_2025,10,GESER,2025-01-30 05:00:00,2.0,BANDA,0.3465894841082741
KM SANGIANG,VOY_02_2025,11,BANDA,2025-01-30 17:00:00,2.0,AMBON,0.46886170144023337
KM SANGIANG,VOY_02_2025,12,AMBON,2025-01-31 13:00:00,11.0,NAMLEA,0.5212695913762709
KM SANGIANG,VOY_02_2025,13,NAMLEA,2025-02-01 11:00:00,5.0,SANANA,0.6341561990049006
KM SANGIANG,VOY_02_2025,14,SANANA,2025-02-02 06:00:00,2.0,BACAN,0.2987843186102288
KM SANGIANG,VOY_02_2025,15,BACAN,2025-02-03 05:00:00,2.0,TERNATE,0.7767708160721702
KM SANGIANG,VOY_02_2025,16,TERNATE,2025-02-03 19:00:00,2.0,BITUNG,0.7095348097708408
KM SANGIANG,VOY_02_2025,17,BITUNG,2025-02-04 17:00:00,0.0,,0.6156862592815348
KM SINABUNG,VOY_01_2025,1,SURABAYA,2025-01-07 09:00:00,10.0,MAKASSAR,0.5284444442976188
KM SINABUNG,VOY_01_2025,2,MAKASSAR,2025-01-09 02:00:00,2.0,BAU-BAU,0.482114662874155
KM SINABUNG,VOY_01_2025,3,BAU-BAU,2025-01-09 20:00:00,2.0,BANGGAI,0.45399556280047804
KM SINABUNG,VOY_01_2025,4,BANGGAI,2025-01-10 15:00:00,2.0,BITUNG,0.7830184451271521
KM SINABUNG,VOY_01_2025,5,BITUNG,2025-01-11 09:00:00,2.0,TERNATE,0.8429061912566786
KM SINABUNG,VOY_01_2025,6,TERNATE,2025-01-11 21:00:00,2.0,AMBON,0.5473794660768472
KM SINABUNG,VOY_01_2025,7,AMBON,2025-01-12 21:00:00,3.0,SORONG,0.4485577382091423
KM SINABUNG,VOY_01_2025,8,SORONG,2025-01-14 00:00:00,2.0,MANOKWARI,0.3531752756806873
KM SINABUNG,VOY_01_2025,9,MANOKWARI,2025-01-14 17:00:00,2.0,BIAK,0.21045443496087202
KM SINABUNG,VOY_01_2025,10,BIAK,2025-01-15 04:00:00,2.0,JAYAPURA,0.41058770328423555
KM SINABUNG,VOY_01_2025,11,JAYAPURA,2025-01-16 04:00:00,6.0,BIAK,0.5233340173112341
KM SINABUNG,VOY_01_2025,12,BIAK,2025-01-17 07:00:00,2.0,MANOKWARI,0.7074392533714244
KM SINABUNG,VOY_01_2025,13,MANOKWARI,2025-01-17 18:00:00,2.0,SORONG,0.21021740446023507
KM SINABUNG,VOY_01_2025,14,SORONG,2025-01-18 11:00:00,2.0,BACAN,0.8666287342911634
KM SINABUNG,VOY_01_2025,15,BACAN,2025-01-19 04:00:00,1.0,TERNATE,0.3110400505053325
KM SINABUNG,VOY_01_2025,16,TERNATE,2025-01-19 12:00:00,2.0,BITUNG,0.5108744059737541
KM SINABUNG,VOY_01_2025,17,BITUNG,2025-01-20 00:00:00,2.0,BANGGAI,0.3336442008203243
KM SINABUNG,VOY_01_2025,18,BANGGAI,2025-01-20 18:00:00,2.0,BAU-BAU,0.09512652003205453
KM SINABUNG,VOY_01_2025,19,BAU-BAU,2025-01-21 13:00:00,2.0,MAKASSAR,0.048552053345781734
KM SINABUNG,VOY_01_2025,20,MAKASSAR,2025-01-22 07:00:00,2.0,SURABAYA,0.3327774221939213
KM SINABUNG,VOY_01_2025,21,SURABAYA,2025-01-23 16:00:00,0.0,,0.768913096972126
KM SINABUNG,VOY_02_2025,1,SURABAYA,2025-01-23 16:00:00,11.0,MAKASSAR,0.512457574742083
KM SINABUNG,VOY_02_2025,2,MAKASSAR,2025-01-25 10:00:00,3.0,BAU-BAU,0.495271336135709
KM SINABUNG,VOY_02_2025,3,BAU-BAU,2025-01-26 06:00:00,2.0,BANGGAI,0.8292008588124092
KM SINABUNG,VOY_02_2025,4,BANGGAI,2025-01-27 02:00:00,1.0,BITUNG,0.4636724287417112
KM SINABUNG,VOY_02_2025,5,BITUNG,2025-01-27 18:00:00,3.0,TERNATE,0.35028102241336384
KM SINABUNG,VOY_02_2025,6,TERNATE,2025-01-28 08:00:00,2.0,BACAN,0.7931358609477686
KM SINABUNG,VOY_02_2025,7,BACAN,2025-01-28 17:00:00,1.0,SORONG,0.3213719063090677
KM SINABUNG,VOY_02_2025,8,SORONG,2025-01-29 09:00:00,3.0,MANOKWARI,0.7405850563146905
KM SINABUNG,VOY_02_2025,9,MANOKWARI,2025-01-30 02:00:00,2.0,BIAK,0.3375782327398881
KM SINABUNG,VOY_02_2025,10,BIAK,2025-01-30 14:00:00,2.0,JAYAPURA,0.47934860440632027
KM SINABUNG,VOY_02_2025,11,JAYAPURA,2025-01-31 12:00:00,4.0,BIAK,0.20752459978327417
KM SINABUNG,VOY_02_2025,12,BIAK,2025-02-01 16:00:00,2.0,MANOKWARI,0.49341135326127866
KM SINABUNG,VOY_02_2025,13,MANOKWARI,2025-02-02 04:00:00,2.0,SORONG,0.44924310166257014
KM SINABUNG,VOY_02_2025,14,SORONG,2025-02-02 21:00:00,2.0,BACAN,0.4433711171372758
KM SINABUNG,VOY_02_2025,15,BACAN,2025-02-03 15:00:00,1.0,TERNATE,0.3569805320562408
KM SINABUNG,VOY_02_2025,16,TERNATE,2025-02-03 23:00:00,2.0,BITUNG,0.5086150205431467
KM SINABUNG,VOY_02_2025,17,BITUNG,2025-02-04 11:00:00,2.0,BANGGAI,0.6415691176684237
KM SINABUNG,VOY_02_2025,18,BANGGAI,2025-02-05 05:00:00,2.0,BAU-BAU,0.41726123280296024
KM SINABUNG,VOY_02_2025,19,BAU-BAU,2025-02-06 01:00:00,2.0,MAKASSAR,0.22317985797787948
KM SINABUNG,VOY_02_2025,20,MAKASSAR,2025-02-06 20:00:00,2.0,SURABAYA,0.5988548008690675
KM SINABUNG,VOY_02_2025,21,SURABAYA,2025-02-08 06:00:00,0.0,,0.41405934176310893
KM TIDAR,VOY_01_2025,1,KIJANG,2025-01-03 04:00:00,3.0,TANJUNG PRIOK,0.5692898452673498
KM TIDAR,VOY_01_2025,2,TANJUNG PRIOK,2025-01-04 22:00:00,10.0,SURABAYA,0.5625702470009849
KM TIDAR,VOY_01_2025,3,SURABAYA,2025-01-06 12:00:00,3.0,MAKASSAR,0.4379156073461448
KM TIDAR,VOY_01_2025,4,MAKASSAR,2025-01-07 23:00:00,3.0,BAU-BAU,0.33185885937026327
KM TIDAR,VOY_01_2025,5,BAU-BAU,2025-01-08 19:00:00,3.0,MAUMERE,0.4477419358370266
KM TIDAR,VOY_01_2025,6,MAUMERE,2025-01-09 12:00:00,2.0,LARANTUKA,0.7393328646787822
KM TIDAR,VOY_01_2025,7,LARANTUKA,2025-01-09 19:00:00,2.0,LEWOLEBA,0.0
KM TIDAR,VOY_01_2025,8,LEWOLEBA,2025-01-10 00:00:00,2.0,KUPANG,0.35419234119944937
KM TIDAR,VOY_01_2025,9,KUPANG,2025-01-10 10:00:00,4.0,LEWOLEBA,0.48666928622974054
