Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port,Optimized_Priority
KM LAMBELU,VOY_01_2025,9,BALIKPAPAN,2025-01-01 15:00:00,3.0,PANTOLOAN,0.6017273755269783
KM BK SIGUNTANG,VOY_01_2025,6,BALIKPAPAN,2025-01-01 19:00:00,2.0,PARE-PARE,0.4101562647660558
KM LAMBELU,VOY_01_2025,11,BALIKPAPAN,2025-01-02 22:00:00,3.0,PARE-PARE,0.4788148507179276
KM LAMBELU,VOY_01_2025,17,BALIKPAPAN,2025-01-06 21:00:00,2.0,PANTOLOAN,0.4891193731568454
KM BK SIGUNTANG,VOY_01_2025,16,BALIKPAPAN,2025-01-07 11:00:00,2.0,TARAKAN,0.5095748392781791
KM DOROLONDA,VOY_01_2025,2,BALIKPAPAN,2025-01-09 17:00:00,2.0,PANTOLOAN,0.7118679231121744
KM LAMBELU,VOY_01_2025,21,BALIKPAPAN,2025-01-10 01:00:00,3.0,PARE-PARE,0.5149025578283083
KM BK SIGUNTANG,VOY_01_2025,19,BALIKPAPAN,2025-01-10 04:00:00,2.0,PARE-PARE,0.6034650909097666
KM DOROLONDA,VOY_01_2025,18,BALIKPAPAN,2025-01-20 21:00:00,2.0,SURABAYA,0.6344297085642909
KM LABOBAR,VOY_01_2025,7,BANDA,2025-01-03 05:00:00,2.0,TUAL,0.6150731975398405
KM PANGRANGO,VOY_01_2025,2,BANDA,2025-01-04 06:00:00,34.0,AMBON,0.3934931706088207
KM PANGRANGO,VOY_01_2025,6,BANDA,2025-01-08 14:00:00,2.0,SAUMLAKI,0.5824128146107028
KM LABOBAR,VOY_01_2025,21,BANDA,2025-01-10 20:00:00,1.0,AMBON,0.7910146994766984
KM PANGRANGO,VOY_01_2025,8,BANDA,2025-01-11 05:00:00,2.0,AMBON,0.7269446630707894
KM PANGRANGO,VOY_01_2025,10,BANDA,2025-01-13 07:00:00,2.0,SAUMLAKI,0.4590223922560837
KM SANGIANG,VOY_01_2025,7,BANDA,2025-01-14 06:00:00,2.0,GESER,0.3689444062629888
KM PANGRANGO,VOY_01_2025,12,BANDA,2025-01-15 20:00:00,2.0,AMBON,0.6168308938836894
KM SANGIANG,VOY_01_2025,11,BANDA,2025-01-16 19:00:00,2.0,AMBON,0.4430830500379488
KM SINABUNG,VOY_01_2025,4,BANGGAI,2025-01-10 15:00:00,2.0,BITUNG,0.6849626073611172
KM SINABUNG,VOY_01_2025,18,BANGGAI,2025-01-20 18:00:00,2.0,BAU-BAU,0.28149506295698834
KM KELUD,VOY_01_2025,2,BATAM,2025-01-01 02:00:00,3.0,TANJUNG BALAI KARIMUN,0.6484003342420361
KM KELUD,VOY_01_2025,5,BATAM,2025-01-03 10:00:00,3.0,BELAWAN,0.280403683033571
KM KELUD,VOY_01_2025,7,BATAM,2025-01-05 13:00:00,3.0,BELAWAN,0.364875807393613
KM KELUD,VOY_01_2025,9,BATAM,2025-01-08 07:00:00,7.0,BELAWAN,0.588177038558402
KM NGGAPULU,VOY_01_2025,2,BATAM,2025-01-10 06:00:00,3.0,BELAWAN,0.5869582278648899
KM KELUD,VOY_01_2025,12,BATAM,2025-01-10 18:00:00,3.0,TANJUNG PRIOK,0.5025450613845799
KM NGGAPULU,VOY_01_2025,4,BATAM,2025-01-12 20:00:00,3.0,TANJUNG PRIOK,0.7624156689821755
KM WILIS,VOY_01_2025,1,BATULICIN,2024-12-31 15:00:00,27.0,MAKASSAR,0.5362329332944589
KM KELIMUTU,VOY_01_2025,2,BATULICIN,2025-01-03 09:00:00,4.0,SEMARANG,0.43553145254579384
KM EGON,VOY_01_2025,4,BATULICIN,2025-01-11 14:00:00,3.0,PARE-PARE,0.5195050253155726
KM WILIS,VOY_01_2025,17,BATULICIN,2025-01-14 15:00:00,0.0,,0.4134513482955537
KM EGON,VOY_01_2025,10,BATULICIN,2025-01-18 07:00:00,3.0,SURABAYA,0.6896938935421719
KM TILONGKABILA,VOY_01_2025,6,BAU-BAU,2024-12-29 20:00:00,2.0,RAHA,0.43765026879742785
KM LAMBELU,VOY_01_2025,6,BAU-BAU,2024-12-30 14:00:00,2.0,MAKASSAR,0.5792034230735099
KM LABOBAR,VOY_01_2025,4,BAU-BAU,2025-01-01 11:00:00,2.0,NAMLEA,0.5208276126077974
KM CIREMAI,VOY_01_2025,4,BAU-BAU,2025-01-02 17:00:00,2.0,AMBON,0.37110276855112995
KM TILONGKABILA,VOY_01_2025,16,BAU-BAU,2025-01-04 20:00:00,2.0,MAKASSAR,0.5425658158445398
KM LAMBELU,VOY_01_2025,14,BAU-BAU,2025-01-04 23:00:00,2.0,MAKASSAR,0.5887547989177117
KM TIDAR,VOY_01_2025,5,BAU-BAU,2025-01-08 19:00:00,3.0,MAUMERE,0.7395295525377686
KM SINABUNG,VOY_01_2025,3,BAU-BAU,2025-01-09 20:00:00,2.0,BANGGAI,0.4213804631611123
KM DOBONSOLO,VOY_01_2025,4,BAU-BAU,2025-01-11 16:00:00,2.0,SORONG,0.6785968641788312
KM TIDAR,VOY_01_2025,13,BAU-BAU,2025-01-12 01:00:00,3.0,MAKASSAR,0.6900142997396574
KM LABOBAR,VOY_01_2025,24,BAU-BAU,2025-01-12 15:00:00,2.0,MAKASSAR,0.4476983757232276
KM SIRIMAU,VOY_01_2025,4,BAU-BAU,2025-01-14 13:00:00,3.0,MAUMERE,0.38003091283317436
KM CIREMAI,VOY_01_2025,16,BAU-BAU,2025-01-15 16:00:00,3.0,MAKASSAR,0.4435982251339828
KM DOBONSOLO,VOY_01_2025,8,BAU-BAU,2025-01-16 22:00:00,2.0,MAKASSAR,0.5322193110142961
KM LEUSER,VOY_01_2025,6,BAU-BAU,2025-01-18 15:00:00,2.0,WANCI,0.45516338649062216
KM SINABUNG,VOY_01_2025,19,BAU-BAU,2025-01-21 13:00:00,2.0,MAKASSAR,0.5456659557768336
KM SIRIMAU,VOY_01_2025,24,BAU-BAU,2025-02-03 23:00:00,2.0,WANCI,0.3639137782198657
KM LEUSER,VOY_01_2025,24,BAU-BAU,2025-02-05 12:00:00,2.0,MAKASSAR,0.5990707603550941
KM KELUD,VOY_01_2025,4,BELAWAN,2025-01-02 07:00:00,4.0,BATAM,0.4994912278389606
KM KELUD,VOY_01_2025,6,BELAWAN,2025-01-04 11:00:00,4.0,BATAM,0.6552874178639587
KM KELUD,VOY_01_2025,8,BELAWAN,2025-01-06 14:00:00,18.0,BATAM,0.6042469328446707
KM KELUD,VOY_01_2025,10,BELAWAN,2025-01-09 13:00:00,3.0,TANJUNG BALAI KARIMUN,0.6501013132696389
KM NGGAPULU,VOY_01_2025,3,BELAWAN,2025-01-11 09:00:00,9.0,BATAM,0.5710942023942909
KM TILONGKABILA,VOY_01_2025,1,BENOA,2024-12-25 08:00:00,25.0,LEMBAR,0.3943172358956689
KM BINAIYA,VOY_01_2025,1,BENOA,2025-01-03 18:00:00,22.0,BIMA,0.3714937502704112
KM TILONGKABILA,VOY_01_2025,21,BENOA,2025-01-08 08:00:00,0.0,,0.7869973972391285
KM AWU,VOY_01_2025,3,BENOA,2025-01-11 03:00:00,6.0,BIMA,0.4559412562244589
KM BINAIYA,VOY_01_2025,11,BENOA,2025-01-12 15:00:00,4.0,BIMA,0.5900254858475629
KM LEUSER,VOY_01_2025,2,BENOA,2025-01-15 02:00:00,2.0,BIMA,0.635679142424155
KM BINAIYA,VOY_01_2025,19,BENOA,2025-01-18 08:00:00,0.0,,0.3829231354269693
KM AWU,VOY_01_2025,13,BENOA,2025-01-19 03:00:00,6.0,SURABAYA,0.45077308531320925
KM LEUSER,VOY_01_2025,28,BENOA,2025-02-08 22:00:00,2.0,SURABAYA,0.3919275652912341
KM SINABUNG,VOY_01_2025,10,BIAK,2025-01-15 04:00:00,2.0,JAYAPURA,0.3500134622843419
KM SINABUNG,VOY_01_2025,12,BIAK,2025-01-17 07:00:00,2.0,MANOKWARI,0.4280646492139525
KM TILONGKABILA,VOY_01_2025,3,BIMA,2024-12-27 11:00:00,4.0,LABUAN BAJO,0.6015928808363481
KM WILIS,VOY_01_2025,4,BIMA,2025-01-04 18:00:00,1.0,WAIKELO,0.6013093188484635
KM BINAIYA,VOY_01_2025,2,BIMA,2025-01-05 15:00:00,2.0,LABUAN BAJO,0.6985609813745149
KM TILONGKABILA,VOY_01_2025,19,BIMA,2025-01-07 04:00:00,2.0,LEMBAR,0.4235718845618235
KM BINAIYA,VOY_01_2025,10,BIMA,2025-01-11 15:00:00,1.0,BENOA,0.8342181154095945
KM WILIS,VOY_01_2025,14,BIMA,2025-01-11 18:00:00,2.0,LABUAN BAJO,0.5915279955900621
KM AWU,VOY_01_2025,4,BIMA,2025-01-12 06:00:00,2.0,WAINGAPU,0.49199130965259735
KM BINAIYA,VOY_01_2025,12,BIMA,2025-01-13 18:00:00,3.0,WAINGAPU,0.4467272748755875
KM LEUSER,VOY_01_2025,3,BIMA,2025-01-16 03:00:00,2.0,LABUAN BAJO,0.42060583789281236
KM BINAIYA,VOY_01_2025,18,BIMA,2025-01-17 08:00:00,1.0,BENOA,0.543402441327864
KM AWU,VOY_01_2025,12,BIMA,2025-01-18 03:00:00,3.0,BENOA,0.6614278786775527
KM LEUSER,VOY_01_2025,27,BIMA,2025-02-07 21:00:00,1.0,BENOA,0.3318844057178803
KM TILONGKABILA,VOY_01_2025,11,BITUNG,2025-01-01 14:00:00,13.0,GORONTALO,0.36918368708699545
KM TATAMAILAU,VOY_01_2025,1,BITUNG,2025-01-04 13:00:00,19.0,TERNATE,0.5260641458267665
KM SANGIANG,VOY_01_2025,1,BITUNG,2025-01-07 17:00:00,45.0,TERNATE,0.5899966560193171
KM SINABUNG,VOY_01_2025,5,BITUNG,2025-01-11 09:00:00,2.0,TERNATE,0.7864780125923634
KM DOROLONDA,VOY_01_2025,4,BITUNG,2025-01-11 14:00:00,3.0,TERNATE,0.7341944287599289
KM DOROLONDA,VOY_01_2025,16,BITUNG,2025-01-19 02:00:00,2.0,PANTOLOAN,0.6758765663952784
KM TATAMAILAU,VOY_01_2025,15,BITUNG,2025-01-19 10:00:00,0.0,,0.5993461802409746
KM SINABUNG,VOY_01_2025,17,BITUNG,2025-01-20 00:00:00,2.0,BANGGAI,0.5459357316790251
KM SANGIANG,VOY_01_2025,17,BITUNG,2025-01-21 17:00:00,0.0,,0.4039177787199565
KM BK RAYA,VOY_01_2025,2,BLINYU,2024-12-27 16:00:00,1.0,KIJANG,0.5742939947230523
KM BK RAYA,VOY_01_2025,18,BLINYU,2025-01-07 22:00:00,1.0,TANJUNG PRIOK,0.6066186995837758
KM BINAIYA,VOY_01_2025,6,BONTANG,2025-01-08 14:00:00,3.0,PARE-PARE,0.5902055559099353
KM EGON,VOY_01_2025,6,BONTANG,2025-01-13 18:00:00,3.0,PARE-PARE,0.5913704303336218
KM EGON,VOY_01_2025,8,BONTANG,2025-01-16 04:00:00,3.0,PARE-PARE,0.5537009528359875
KM LABOBAR,VOY_01_2025,9,DOBO,2025-01-04 05:00:00,3.0,KAIMANA,0.7582278283269768
KM TATAMAILAU,VOY_01_2025,5,DOBO,2025-01-08 22:00:00,2.0,TIMIKA,0.41186692856461016
KM LABOBAR,VOY_01_2025,19,DOBO,2025-01-09 20:00:00,2.0,TUAL,0.4414547264294278
KM TATAMAILAU,VOY_01_2025,11,DOBO,2025-01-16 00:00:00,2.0,TUAL,0.45893666314684844
KM SIRIMAU,VOY_01_2025,11,DOBO,2025-01-20 23:00:00,2.0,TIMIKA,0.39357208151379575
KM LEUSER,VOY_01_2025,12,DOBO,2025-01-23 21:00:00,2.0,TIMIKA,0.46979216675810503
KM SIRIMAU,VOY_01_2025,17,DOBO,2025-01-28 18:00:00,2.0,TUAL,0.22409509327640587
KM LEUSER,VOY_01_2025,18,DOBO,2025-01-31 19:00:00,2.0,TUAL,0.703274830194122
KM WILIS,VOY_01_2025,7,ENDE,2025-01-06 07:00:00,2.0,KUPANG,0.47197621168649684
KM WILIS,VOY_01_2025,11,ENDE,2025-01-10 06:00:00,2.0,WAINGAPU,0.5224288652382788
KM AWU,VOY_01_2025,6,ENDE,2025-01-13 10:00:00,2.0,KUPANG,0.6537125173450639
KM BINAIYA,VOY_01_2025,14,ENDE,2025-01-14 22:00:00,2.0,KUPANG,0.6467878198946438
KM BINAIYA,VOY_01_2025,16,ENDE,2025-01-16 06:00:00,2.0,WAINGAPU,0.411042553313405
KM AWU,VOY_01_2025,10,ENDE,2025-01-16 22:00:00,3.0,WAINGAPU,0.359427987422542
KM LABOBAR,VOY_01_2025,11,FAK-FAK,2025-01-05 05:00:00,3.0,SORONG,0.28067973142228564
KM LABOBAR,VOY_01_2025,17,FAK-FAK,2025-01-08 21:00:00,2.0,KAIMANA,0.6944991618257106
KM SANGIANG,VOY_01_2025,9,FAK-FAK,2025-01-15 08:00:00,9.0,GESER,0.497802200542897
KM SANGIANG,VOY_01_2025,8,GESER,2025-01-14 18:00:00,1.0,FAK-FAK,0.5823477952993029
KM SANGIANG,VOY_01_2025,10,GESER,2025-01-16 07:00:00,2.0,BANDA,0.33116608339608733
KM TILONGKABILA,VOY_01_2025,10,GORONTALO,2024-12-31 21:00:00,2.0,BITUNG,0.6223701068741158
KM TILONGKABILA,VOY_01_2025,12,GORONTALO,2025-01-02 18:00:00,2.0,LUWUK,0.3699020107634706
KM CIREMAI,VOY_01_2025,8,JAYAPURA,2025-01-06 20:00:00,5.0,SERUI,0.37588157040333353
KM CIREMAI,VOY_01_2025,12,JAYAPURA,2025-01-11 01:00:00,5.0,SERUI,0.6186366889591373
KM GUNUNG DEMPO,VOY_01_2025,9,JAYAPURA,2025-01-11 22:00:00,6.0,NABIRE,0.5781489684318615
KM DOROLONDA,VOY_01_2025,10,JAYAPURA,2025-01-15 08:00:00,5.0,SERUI,0.531911435604971
KM SINABUNG,VOY_01_2025,11,JAYAPURA,2025-01-16 04:00:00,6.0,BIAK,0.4501732992011311
KM LABOBAR,VOY_01_2025,10,KAIMANA,2025-01-04 17:00:00,2.0,FAK-FAK,0.42553410248424056
KM LABOBAR,VOY_01_2025,18,KAIMANA,2025-01-09 09:00:00,2.0,DOBO,0.5154323466278453
KM WILIS,VOY_01_2025,9,KALABAHI,2025-01-08 02:00:00,12.0,KUPANG,0.29787341983272675
KM AWU,VOY_01_2025,8,KALABAHI,2025-01-14 18:00:00,22.0,KUPANG,0.7777050624747764
KM SIRIMAU,VOY_01_2025,8,KALABAHI,2025-01-17 14:00:00,2.0,SAUMLAKI,0.3999291239495616
KM SIRIMAU,VOY_01_2025,20,KALABAHI,2025-02-01 03:00:00,2.0,KUPANG,0.5119397526166152
KM LAWIT,VOY_01_2025,7,KARIMUN JAWA,2025-01-11 06:00:00,20.0,SEMARANG,0.5035681000134022
KFC JETLINER,VOY_01_2025,1,KENDARI,2024-12-28 22:00:00,9.0,WANCI,0.5985563869125656
KM TILONGKABILA,VOY_01_2025,8,KENDARI,2024-12-30 10:00:00,4.0,LUWUK,0.7612614078477047
KFC JETLINER,VOY_01_2025,3,KENDARI,2024-12-30 11:00:00,6.0,WANCI,0.4632312801907619
KFC JETLINER,VOY_01_2025,5,KENDARI,2024-12-31 21:00:00,2.0,RAHA,0.5874259301064558
KFC JETLINER,VOY_01_2025,7,KENDARI,2025-01-01 16:00:00,2.0,WANCI,0.5223684833080081
KFC JETLINER,VOY_01_2025,9,KENDARI,2025-01-02 22:00:00,19.0,WANCI,0.6493975341737473
KM TILONGKABILA,VOY_01_2025,14,KENDARI,2025-01-04 03:00:00,4.0,RAHA,0.47938973917552674
KFC JETLINER,VOY_01_2025,11,KENDARI,2025-01-04 21:00:00,0.0,,0.5887271517266028
KM BK RAYA,VOY_01_2025,3,KIJANG,2024-12-28 08:00:00,3.0,LETUNG,0.544327270574836
KM TIDAR,VOY_01_2025,1,KIJANG,2025-01-03 04:00:00,3.0,TANJUNG PRIOK,0.462082737759303
KM BK RAYA,VOY_01_2025,17,KIJANG,2025-01-07 03:00:00,3.0,BLINYU,0.6384196858213134
KM TIDAR,VOY_01_2025,17,KIJANG,2025-01-17 02:00:00,0.0,,0.647026570149506
KM AWU,VOY_01_2025,1,KUMAI,2025-01-08 04:00:00,10.0,SURABAYA,0.7325874488074443
KM LAWIT,VOY_01_2025,5,KUMAI,2025-01-09 13:00:00,2.0,SEMARANG,0.48062877137070625
KM LAWIT,VOY_01_2025,11,KUMAI,2025-01-17 04:00:00,0.0,,0.6831328134875332
KM AWU,VOY_01_2025,15,KUMAI,2025-01-21 22:00:00,0.0,,0.5719077969435324
KM BK SIGUNTANG,VOY_01_2025,11,KUPANG,2025-01-04 11:00:00,6.0,LEWOLEBA,0.34338668822153096
KM WILIS,VOY_01_2025,8,KUPANG,2025-01-07 01:00:00,8.0,KALABAHI,0.630472328060947
KM WILIS,VOY_01_2025,10,KUPANG,2025-01-09 06:00:00,8.0,ENDE,0.6118922976266248
KM TIDAR,VOY_01_2025,9,KUPANG,2025-01-10 10:00:00,4.0,LEWOLEBA,0.6040939644581405
KM AWU,VOY_01_2025,7,KUPANG,2025-01-14 01:00:00,4.0,KALABAHI,0.7074344770522222
KM BINAIYA,VOY_01_2025,15,KUPANG,2025-01-15 13:00:00,4.0,ENDE,0.48257112142277986
KM AWU,VOY_01_2025,9,KUPANG,2025-01-16 05:00:00,4.0,ENDE,0.38842611831687734
KM SIRIMAU,VOY_01_2025,7,KUPANG,2025-01-16 17:00:00,6.0,KALABAHI,0.3829824081176091
KM SIRIMAU,VOY_01_2025,21,KUPANG,2025-02-01 18:00:00,9.0,LEWOLEBA,0.5305508734186335
KM TILONGKABILA,VOY_01_2025,4,LABUAN BAJO,2024-12-27 22:00:00,2.0,MAKASSAR,0.49305624972149265
KM WILIS,VOY_01_2025,3,LABUAN BAJO,2025-01-04 08:00:00,1.0,BIMA,0.5603132599829317
KM BINAIYA,VOY_01_2025,3,LABUAN BAJO,2025-01-06 01:00:00,2.0,MAKASSAR,0.443534941725416
KM TILONGKABILA,VOY_01_2025,18,LABUAN BAJO,2025-01-06 19:00:00,2.0,BIMA,0.45400177542072484
KM BINAIYA,VOY_01_2025,9,LABUAN BAJO,2025-01-11 05:00:00,2.0,BIMA,0.5544881763482055
KM WILIS,VOY_01_2025,15,LABUAN BAJO,2025-01-12 05:00:00,1.0,MAKASSAR,0.39278704433532274
KM LEUSER,VOY_01_2025,4,LABUAN BAJO,2025-01-16 13:00:00,2.0,MAKASSAR,0.5131493186026613
KM LEUSER,VOY_01_2025,26,LABUAN BAJO,2025-02-07 12:00:00,1.0,BIMA,0.624488869470855
KM TIDAR,VOY_01_2025,7,LARANTUKA,2025-01-09 19:00:00,2.0,LEWOLEBA,0.5044437660077672
KM TIDAR,VOY_01_2025,11,LARANTUKA,2025-01-11 03:00:00,2.0,MAUMERE,0.462680799201615
KM TILONGKABILA,VOY_01_2025,2,LEMBAR,2024-12-26 15:00:00,2.0,BIMA,0.44037631316399495
KM TILONGKABILA,VOY_01_2025,20,LEMBAR,2025-01-08 00:00:00,2.0,BENOA,0.6805173595381218
KM EGON,VOY_01_2025,2,LEMBAR,2025-01-09 06:00:00,3.0,SURABAYA,0.7722520562999876
KM EGON,VOY_01_2025,12,LEMBAR,2025-01-20 14:00:00,2.0,WAINGAPU,0.409310955875231
KM BK RAYA,VOY_01_2025,4,LETUNG,2024-12-29 00:00:00,1.0,TAREMPA,0.6270704664554123
KM BK RAYA,VOY_01_2025,16,LETUNG,2025-01-06 12:00:00,1.0,KIJANG,0.6793822456476342
KM BK SIGUNTANG,VOY_01_2025,10,LEWOLEBA,2025-01-04 02:00:00,2.0,KUPANG,0.408087116546706
KM BK SIGUNTANG,VOY_01_2025,12,LEWOLEBA,2025-01-05 00:00:00,2.0,MAUMERE,0.5484407129964162
KM TIDAR,VOY_01_2025,8,LEWOLEBA,2025-01-10 00:00:00,2.0,KUPANG,0.5175639803518708
KM TIDAR,VOY_01_2025,10,LEWOLEBA,2025-01-10 22:00:00,2.0,LARANTUKA,0.4156308299320149
KM SIRIMAU,VOY_01_2025,6,LEWOLEBA,2025-01-16 02:00:00,2.0,KUPANG,0.47203373848648417
KM SIRIMAU,VOY_01_2025,22,LEWOLEBA,2025-02-02 16:00:00,2.0,MAUMERE,0.3278669857283566
KM TILONGKABILA,VOY_01_2025,9,LUWUK,2024-12-31 07:00:00,3.0,GORONTALO,0.8773195721747461
KM TILONGKABILA,VOY_01_2025,13,LUWUK,2025-01-03 07:00:00,2.0,KENDARI,0.7597844681703287
KM LAMBELU,VOY_01_2025,1,MAKASSAR,2024-12-27 04:00:00,7.0,PARE-PARE,0.42494139233884354
KM BK SIGUNTANG,VOY_01_2025,1,MAKASSAR,2024-12-28 07:00:00,17.0,PARE-PARE,0.5115231722533732
KM TILONGKABILA,VOY_01_2025,5,MAKASSAR,2024-12-28 18:00:00,5.0,BAU-BAU,0.4730530138070108
KM LAMBELU,VOY_01_2025,5,MAKASSAR,2024-12-29 19:00:00,3.0,BAU-BAU,0.4171347667363654
KM LAMBELU,VOY_01_2025,7,MAKASSAR,2024-12-31 08:00:00,5.0,PARE-PARE,0.515654972869306
KM LABOBAR,VOY_01_2025,3,MAKASSAR,2024-12-31 18:00:00,3.0,BAU-BAU,0.517239187986249
KM CIREMAI,VOY_01_2025,3,MAKASSAR,2025-01-01 23:00:00,3.0,BAU-BAU,0.8029880939247487
KM BK SIGUNTANG,VOY_01_2025,8,MAKASSAR,2025-01-02 21:00:00,3.0,MAUMERE,0.6965514580308706
KM WILIS,VOY_01_2025,2,MAKASSAR,2025-01-03 00:00:00,8.0,LABUAN BAJO,0.605085739720341
KM LAMBELU,VOY_01_2025,13,MAKASSAR,2025-01-04 02:00:00,5.0,BAU-BAU,0.6363731622204365
KM LAMBELU,VOY_01_2025,15,MAKASSAR,2025-01-05 17:00:00,3.0,PARE-PARE,0.4586451641856194
KM TILONGKABILA,VOY_01_2025,17,MAKASSAR,2025-01-05 20:00:00,5.0,LABUAN BAJO,0.5167269452731704
KM BK SIGUNTANG,VOY_01_2025,14,MAKASSAR,2025-01-06 04:00:00,6.0,PARE-PARE,0.5814590832550472
KM BINAIYA,VOY_01_2025,4,MAKASSAR,2025-01-06 22:00:00,5.0,PARE-PARE,0.6276904225121264
KM GUNUNG DEMPO,VOY_01_2025,3,MAKASSAR,2025-01-07 00:00:00,3.0,AMBON,0.3121042654372217
KM TIDAR,VOY_01_2025,4,MAKASSAR,2025-01-07 23:00:00,3.0,BAU-BAU,0.6843515723440302
KM SINABUNG,VOY_01_2025,2,MAKASSAR,2025-01-09 02:00:00,2.0,BAU-BAU,0.42219151870813626
KM BINAIYA,VOY_01_2025,8,MAKASSAR,2025-01-10 04:00:00,5.0,LABUAN BAJO,0.5772227115550369
KM DOBONSOLO,VOY_01_2025,3,MAKASSAR,2025-01-10 21:00:00,3.0,BAU-BAU,0.6208903252800294
KM LAMBELU,VOY_01_2025,23,MAKASSAR,2025-01-11 04:00:00,0.0,,0.5994333448348229
KM BK SIGUNTANG,VOY_01_2025,21,MAKASSAR,2025-01-11 07:00:00,0.0,,0.4811672675398857
KM TIDAR,VOY_01_2025,14,MAKASSAR,2025-01-12 21:00:00,3.0,SURABAYA,0.5990710560474499
KM WILIS,VOY_01_2025,16,MAKASSAR,2025-01-13 06:00:00,3.0,BATULICIN,0.5409621218495402
KM LABOBAR,VOY_01_2025,25,MAKASSAR,2025-01-13 09:00:00,2.0,SURABAYA,0.6091886485656236
KM GUNUNG DEMPO,VOY_01_2025,14,MAKASSAR,2025-01-16 07:00:00,2.0,SURABAYA,0.32391460363151203
KM CIREMAI,VOY_01_2025,17,MAKASSAR,2025-01-16 12:00:00,3.0,SURABAYA,0.44399234283907196
KM LEUSER,VOY_01_2025,5,MAKASSAR,2025-01-17 11:00:00,5.0,BAU-BAU,0.35775800655762735
KM DOBONSOLO,VOY_01_2025,9,MAKASSAR,2025-01-17 16:00:00,3.0,SURABAYA,0.5292405282554371
KM SINABUNG,VOY_01_2025,20,MAKASSAR,2025-01-22 07:00:00,2.0,SURABAYA,0.805710771660161
