Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port
KM GUNUNG DEMPO,VOY_01_2025,11,WASIOR,2025-01-13 08:00:00,1.0,MANOKWARI
KM GUNUNG DEMPO,VOY_01_2025,12,MANOKWARI,2025-01-13 17:00:00,2.0,SORONG
KM GUNUNG DEMPO,VOY_01_2025,13,SORONG,2025-01-14 07:00:00,2.0,MAKASSAR
KM GUNUNG DEMPO,VOY_01_2025,14,MAKASSAR,2025-01-16 07:00:00,2.0,SURABAYA
KM GUNUNG DEMPO,VOY_01_2025,15,SURABAYA,2025-01-17 11:00:00,2.0,TANJUNG PRIOK
KM GUNUNG DEMPO,VOY_01_2025,16,TANJUNG PRIOK,2025-01-18 14:00:00,0.0,
KM TIDAR,VOY_01_2025,1,KIJANG,2025-01-03 04:00:00,3.0,TANJUNG PRIOK
KM TIDAR,VOY_01_2025,2,TANJUNG PRIOK,2025-01-04 22:00:00,10.0,SURABAYA
KM TIDAR,VOY_01_2025,3,SURABAYA,2025-01-06 12:00:00,3.0,MAKASSAR
KM TIDAR,VOY_01_2025,4,MAKASSAR,2025-01-07 23:00:00,3.0,BAU-BAU
KM TIDAR,VOY_01_2025,5,BAU-BAU,2025-01-08 19:00:00,3.0,MAUMERE
KM TIDAR,VOY_01_2025,6,MAUMERE,2025-01-09 12:00:00,2.0,LARANTUKA
KM TIDAR,VOY_01_2025,7,LARANTUKA,2025-01-09 19:00:00,2.0,LEWOLEBA
KM TIDAR,VOY_01_2025,8,LEWOLEBA,2025-01-10 00:00:00,2.0,KUPANG
KM TIDAR,VOY_01_2025,9,KUPANG,2025-01-10 10:00:00,4.0,LEWOLEBA
KM TIDAR,VOY_01_2025,10,LEWOLEBA,2025-01-10 22:00:00,2.0,LARANTUKA
KM TIDAR,VOY_01_2025,11,LARANTUKA,2025-01-11 03:00:00,2.0,MAUMERE
KM TIDAR,VOY_01_2025,12,MAUMERE,2025-01-11 10:00:00,2.0,BAU-BAU
KM TIDAR,VOY_01_2025,13,BAU-BAU,2025-01-12 01:00:00,3.0,MAKASSAR
KM TIDAR,VOY_01_2025,14,MAKASSAR,2025-01-12 21:00:00,3.0,SURABAYA
KM TIDAR,VOY_01_2025,15,SURABAYA,2025-01-14 07:00:00,3.0,TANJUNG PRIOK
KM TIDAR,VOY_01_2025,16,TANJUNG PRIOK,2025-01-15 13:00:00,3.0,KIJANG
KM TIDAR,VOY_01_2025,17,KIJANG,2025-01-17 02:00:00,0.0,
KM KELUD,VOY_01_2025,1,TANJUNG PRIOK,2024-12-30 04:00:00,15.0,BATAM
KM KELUD,VOY_01_2025,2,BATAM,2025-01-01 02:00:00,3.0,TANJUNG BALAI KARIMUN
KM KELUD,VOY_01_2025,3,TANJUNG BALAI KARIMUN,2025-01-01 08:00:00,1.0,BELAWAN
KM KELUD,VOY_01_2025,4,BELAWAN,2025-01-02 07:00:00,4.0,BATAM
KM KELUD,VOY_01_2025,5,BATAM,2025-01-03 10:00:00,3.0,BELAWAN
KM KELUD,VOY_01_2025,6,BELAWAN,2025-01-04 11:00:00,4.0,BATAM
KM KELUD,VOY_01_2025,7,BATAM,2025-01-05 13:00:00,3.0,BELAWAN
KM KELUD,VOY_01_2025,8,BELAWAN,2025-01-06 14:00:00,18.0,BATAM
KM KELUD,VOY_01_2025,9,BATAM,2025-01-08 07:00:00,7.0,BELAWAN
KM KELUD,VOY_01_2025,10,BELAWAN,2025-01-09 13:00:00,3.0,TANJUNG BALAI KARIMUN
KM KELUD,VOY_01_2025,11,TANJUNG BALAI KARIMUN,2025-01-10 14:00:00,1.0,BATAM
KM KELUD,VOY_01_2025,12,BATAM,2025-01-10 18:00:00,3.0,TANJUNG PRIOK
KM KELUD,VOY_01_2025,13,TANJUNG PRIOK,2025-01-12 02:00:00,0.0,
KM DOROLONDA,VOY_01_2025,1,SURABAYA,2025-01-08 04:00:00,9.0,BALIKPAPAN
KM DOROLONDA,VOY_01_2025,2,BALIKPAPAN,2025-01-09 17:00:00,2.0,PANTOLOAN
KM DOROLONDA,VOY_01_2025,3,PANTOLOAN,2025-01-10 07:00:00,2.0,BITUNG
KM DOROLONDA,VOY_01_2025,4,BITUNG,2025-01-11 14:00:00,3.0,TERNATE
KM DOROLONDA,VOY_01_2025,5,TERNATE,2025-01-12 02:00:00,2.0,SORONG
KM DOROLONDA,VOY_01_2025,6,SORONG,2025-01-12 23:00:00,3.0,MANOKWARI
KM DOROLONDA,VOY_01_2025,7,MANOKWARI,2025-01-13 14:00:00,2.0,NABIRE
KM DOROLONDA,VOY_01_2025,8,NABIRE,2025-01-14 02:00:00,2.0,SERUI
KM DOROLONDA,VOY_01_2025,9,SERUI,2025-01-14 10:00:00,2.0,JAYAPURA
KM DOROLONDA,VOY_01_2025,10,JAYAPURA,2025-01-15 08:00:00,5.0,SERUI
KM DOROLONDA,VOY_01_2025,11,SERUI,2025-01-16 08:00:00,2.0,NABIRE
KM DOROLONDA,VOY_01_2025,12,NABIRE,2025-01-16 16:00:00,2.0,MANOKWARI
KM DOROLONDA,VOY_01_2025,13,MANOKWARI,2025-01-17 04:00:00,2.0,SORONG
KM DOROLONDA,VOY_01_2025,14,SORONG,2025-01-17 18:00:00,3.0,TERNATE
KM DOROLONDA,VOY_01_2025,15,TERNATE,2025-01-18 16:00:00,2.0,BITUNG
KM DOROLONDA,VOY_01_2025,16,BITUNG,2025-01-19 02:00:00,2.0,PANTOLOAN
KM DOROLONDA,VOY_01_2025,17,PANTOLOAN,2025-01-20 07:00:00,2.0,BALIKPAPAN
KM DOROLONDA,VOY_01_2025,18,BALIKPAPAN,2025-01-20 21:00:00,2.0,SURABAYA
KM DOROLONDA,VOY_01_2025,19,SURABAYA,2025-01-22 04:00:00,0.0,
KM NGGAPULU,VOY_01_2025,1,TANJUNG PRIOK,2025-01-08 05:00:00,16.0,BATAM
KM NGGAPULU,VOY_01_2025,2,BATAM,2025-01-10 06:00:00,3.0,BELAWAN
KM NGGAPULU,VOY_01_2025,3,BELAWAN,2025-01-11 09:00:00,9.0,BATAM
KM NGGAPULU,VOY_01_2025,4,BATAM,2025-01-12 20:00:00,3.0,TANJUNG PRIOK
KM NGGAPULU,VOY_01_2025,5,TANJUNG PRIOK,2025-01-14 08:00:00,0.0,
KM SINABUNG,VOY_01_2025,1,SURABAYA,2025-01-07 09:00:00,10.0,MAKASSAR
KM SINABUNG,VOY_01_2025,2,MAKASSAR,2025-01-09 02:00:00,2.0,BAU-BAU
KM SINABUNG,VOY_01_2025,3,BAU-BAU,2025-01-09 20:00:00,2.0,BANGGAI
KM SINABUNG,VOY_01_2025,4,BANGGAI,2025-01-10 15:00:00,2.0,BITUNG
KM SINABUNG,VOY_01_2025,5,BITUNG,2025-01-11 09:00:00,2.0,TERNATE
KM SINABUNG,VOY_01_2025,6,TERNATE,2025-01-11 21:00:00,2.0,AMBON
KM SINABUNG,VOY_01_2025,7,AMBON,2025-01-12 21:00:00,3.0,SORONG
KM SINABUNG,VOY_01_2025,8,SORONG,2025-01-14 00:00:00,2.0,MANOKWARI
KM SINABUNG,VOY_01_2025,9,MANOKWARI,2025-01-14 17:00:00,2.0,BIAK
KM SINABUNG,VOY_01_2025,10,BIAK,2025-01-15 04:00:00,2.0,JAYAPURA
KM SINABUNG,VOY_01_2025,11,JAYAPURA,2025-01-16 04:00:00,6.0,BIAK
KM SINABUNG,VOY_01_2025,12,BIAK,2025-01-17 07:00:00,2.0,MANOKWARI
KM SINABUNG,VOY_01_2025,13,MANOKWARI,2025-01-17 18:00:00,2.0,SORONG
KM SINABUNG,VOY_01_2025,14,SORONG,2025-01-18 11:00:00,2.0,BACAN
KM SINABUNG,VOY_01_2025,15,BACAN,2025-01-19 04:00:00,1.0,TERNATE
KM SINABUNG,VOY_01_2025,16,TERNATE,2025-01-19 12:00:00,2.0,BITUNG
KM SINABUNG,VOY_01_2025,17,BITUNG,2025-01-20 00:00:00,2.0,BANGGAI
KM SINABUNG,VOY_01_2025,18,BANGGAI,2025-01-20 18:00:00,2.0,BAU-BAU
KM SINABUNG,VOY_01_2025,19,BAU-BAU,2025-01-21 13:00:00,2.0,MAKASSAR
KM SINABUNG,VOY_01_2025,20,MAKASSAR,2025-01-22 07:00:00,2.0,SURABAYA
KM SINABUNG,VOY_01_2025,21,SURABAYA,2025-01-23 16:00:00,0.0,
KM LAMBELU,VOY_01_2025,1,MAKASSAR,2024-12-27 04:00:00,7.0,PARE-PARE
KM LAMBELU,VOY_01_2025,2,PARE-PARE,2024-12-27 18:00:00,3.0,BALIKPAPAN
KM LAMBELU,VOY_01_2025,3,BALIKPAPAN,2024-12-28 14:00:00,3.0,PARE-PARE
KM LAMBELU,VOY_01_2025,4,PARE-PARE,2024-12-29 10:00:00,3.0,MAKASSAR
KM LAMBELU,VOY_01_2025,5,MAKASSAR,2024-12-29 19:00:00,3.0,BAU-BAU
KM LAMBELU,VOY_01_2025,6,BAU-BAU,2024-12-30 14:00:00,2.0,MAKASSAR
KM LAMBELU,VOY_01_2025,7,MAKASSAR,2024-12-31 08:00:00,5.0,PARE-PARE
KM LAMBELU,VOY_01_2025,8,PARE-PARE,2024-12-31 19:00:00,3.0,BALIKPAPAN
KM LAMBELU,VOY_01_2025,9,BALIKPAPAN,2025-01-01 15:00:00,3.0,PANTOLOAN
KM LAMBELU,VOY_01_2025,10,PANTOLOAN,2025-01-02 07:00:00,2.0,BALIKPAPAN
KM LAMBELU,VOY_01_2025,11,BALIKPAPAN,2025-01-02 22:00:00,3.0,PARE-PARE
KM LAMBELU,VOY_01_2025,12,PARE-PARE,2025-01-03 17:00:00,3.0,MAKASSAR
KM LAMBELU,VOY_01_2025,13,MAKASSAR,2025-01-04 02:00:00,5.0,BAU-BAU
KM LAMBELU,VOY_01_2025,14,BAU-BAU,2025-01-04 23:00:00,2.0,MAKASSAR
KM LAMBELU,VOY_01_2025,15,MAKASSAR,2025-01-05 17:00:00,3.0,PARE-PARE
KM LAMBELU,VOY_01_2025,16,PARE-PARE,2025-01-06 02:00:00,2.0,BALIKPAPAN
KM LAMBELU,VOY_01_2025,17,BALIKPAPAN,2025-01-06 21:00:00,2.0,PANTOLOAN
KM LAMBELU,VOY_01_2025,18,PANTOLOAN,2025-01-07 12:00:00,2.0,TARAKAN
KM LAMBELU,VOY_01_2025,19,TARAKAN,2025-01-08 10:00:00,3.0,NUNUKAN
KM LAMBELU,VOY_01_2025,20,NUNUKAN,2025-01-08 19:00:00,2.0,BALIKPAPAN
KM LAMBELU,VOY_01_2025,21,BALIKPAPAN,2025-01-10 01:00:00,3.0,PARE-PARE
KM LAMBELU,VOY_01_2025,22,PARE-PARE,2025-01-10 20:00:00,2.0,MAKASSAR
KM LAMBELU,VOY_01_2025,23,MAKASSAR,2025-01-11 04:00:00,0.0,
KM BK SIGUNTANG,VOY_01_2025,1,MAKASSAR,2024-12-28 07:00:00,17.0,PARE-PARE
KM BK SIGUNTANG,VOY_01_2025,2,PARE-PARE,2024-12-29 05:00:00,4.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_01_2025,3,BALIKPAPAN,2024-12-30 00:00:00,2.0,TARAKAN
KM BK SIGUNTANG,VOY_01_2025,4,TARAKAN,2024-12-31 03:00:00,4.0,NUNUKAN
KM BK SIGUNTANG,VOY_01_2025,5,NUNUKAN,2024-12-31 13:00:00,3.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_01_2025,6,BALIKPAPAN,2025-01-01 19:00:00,2.0,PARE-PARE
KM BK SIGUNTANG,VOY_01_2025,7,PARE-PARE,2025-01-02 12:00:00,4.0,MAKASSAR
KM BK SIGUNTANG,VOY_01_2025,8,MAKASSAR,2025-01-02 21:00:00,3.0,MAUMERE
KM BK SIGUNTANG,VOY_01_2025,9,MAUMERE,2025-01-03 18:00:00,2.0,LEWOLEBA
KM BK SIGUNTANG,VOY_01_2025,10,LEWOLEBA,2025-01-04 02:00:00,2.0,KUPANG
KM BK SIGUNTANG,VOY_01_2025,11,KUPANG,2025-01-04 11:00:00,6.0,LEWOLEBA
KM BK SIGUNTANG,VOY_01_2025,12,LEWOLEBA,2025-01-05 00:00:00,2.0,MAUMERE
KM BK SIGUNTANG,VOY_01_2025,13,MAUMERE,2025-01-05 08:00:00,2.0,MAKASSAR
KM BK SIGUNTANG,VOY_01_2025,14,MAKASSAR,2025-01-06 04:00:00,6.0,PARE-PARE
KM BK SIGUNTANG,VOY_01_2025,15,PARE-PARE,2025-01-06 15:00:00,4.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_01_2025,16,BALIKPAPAN,2025-01-07 11:00:00,2.0,TARAKAN
KM BK SIGUNTANG,VOY_01_2025,17,TARAKAN,2025-01-08 13:00:00,4.0,NUNUKAN
KM BK SIGUNTANG,VOY_01_2025,18,NUNUKAN,2025-01-08 23:00:00,2.0,BALIKPAPAN
KM BK SIGUNTANG,VOY_01_2025,19,BALIKPAPAN,2025-01-10 04:00:00,2.0,PARE-PARE
KM BK SIGUNTANG,VOY_01_2025,20,PARE-PARE,2025-01-10 22:00:00,4.0,MAKASSAR
KM BK SIGUNTANG,VOY_01_2025,21,MAKASSAR,2025-01-11 07:00:00,0.0,
KM CIREMAI,VOY_01_2025,1,TANJUNG PRIOK,2024-12-29 05:00:00,32.0,SURABAYA
KM CIREMAI,VOY_01_2025,2,SURABAYA,2024-12-31 15:00:00,3.0,MAKASSAR
KM CIREMAI,VOY_01_2025,3,MAKASSAR,2025-01-01 23:00:00,3.0,BAU-BAU
KM CIREMAI,VOY_01_2025,4,BAU-BAU,2025-01-02 17:00:00,2.0,AMBON
KM CIREMAI,VOY_01_2025,5,AMBON,2025-01-03 20:00:00,3.0,SORONG
KM CIREMAI,VOY_01_2025,6,SORONG,2025-01-04 20:00:00,3.0,SERUI
KM CIREMAI,VOY_01_2025,7,SERUI,2025-01-05 22:00:00,2.0,JAYAPURA
KM CIREMAI,VOY_01_2025,8,JAYAPURA,2025-01-06 20:00:00,5.0,SERUI
KM CIREMAI,VOY_01_2025,9,SERUI,2025-01-07 23:00:00,2.0,SORONG
KM CIREMAI,VOY_01_2025,10,SORONG,2025-01-09 01:00:00,3.0,SERUI
KM CIREMAI,VOY_01_2025,11,SERUI,2025-01-10 03:00:00,2.0,JAYAPURA
KM CIREMAI,VOY_01_2025,12,JAYAPURA,2025-01-11 01:00:00,5.0,SERUI
KM CIREMAI,VOY_01_2025,13,SERUI,2025-01-12 04:00:00,2.0,SORONG
KM CIREMAI,VOY_01_2025,14,SORONG,2025-01-13 07:00:00,3.0,AMBON
KM CIREMAI,VOY_01_2025,15,AMBON,2025-01-14 10:00:00,3.0,BAU-BAU
KM CIREMAI,VOY_01_2025,16,BAU-BAU,2025-01-15 16:00:00,3.0,MAKASSAR
KM CIREMAI,VOY_01_2025,17,MAKASSAR,2025-01-16 12:00:00,3.0,SURABAYA
KM CIREMAI,VOY_01_2025,18,SURABAYA,2025-01-17 22:00:00,2.0,TANJUNG PRIOK
KM CIREMAI,VOY_01_2025,19,TANJUNG PRIOK,2025-01-19 03:00:00,0.0,
KM DOBONSOLO,VOY_01_2025,2,SURABAYA,2025-01-09 13:00:00,4.0,MAKASSAR
KM DOBONSOLO,VOY_01_2025,3,MAKASSAR,2025-01-10 21:00:00,3.0,BAU-BAU
KM DOBONSOLO,VOY_01_2025,4,BAU-BAU,2025-01-11 16:00:00,2.0,SORONG
KM DOBONSOLO,VOY_01_2025,5,SORONG,2025-01-13 12:00:00,3.0,MANOKWARI
KM DOBONSOLO,VOY_01_2025,6,MANOKWARI,2025-01-14 07:00:00,3.0,SORONG
KM DOBONSOLO,VOY_01_2025,7,SORONG,2025-01-15 02:00:00,3.0,BAU-BAU
KM DOBONSOLO,VOY_01_2025,8,BAU-BAU,2025-01-16 22:00:00,2.0,MAKASSAR
KM DOBONSOLO,VOY_01_2025,9,MAKASSAR,2025-01-17 16:00:00,3.0,SURABAYA
KM DOBONSOLO,VOY_01_2025,10,SURABAYA,2025-01-19 02:00:00,2.0,TANJUNG PRIOK
KM DOBONSOLO,VOY_01_2025,11,TANJUNG PRIOK,2025-01-20 12:00:00,0.0,
KM SIRIMAU,VOY_01_2025,1,SORONG,2025-01-11 00:00:00,6.0,AMBON
KM SIRIMAU,VOY_01_2025,2,AMBON,2025-01-12 16:00:00,3.0,WANCI
KM SIRIMAU,VOY_01_2025,3,WANCI,2025-01-14 02:00:00,2.0,BAU-BAU
KM SIRIMAU,VOY_01_2025,4,BAU-BAU,2025-01-14 13:00:00,3.0,MAUMERE
KM SIRIMAU,VOY_01_2025,5,MAUMERE,2025-01-15 14:00:00,2.0,LEWOLEBA
KM SIRIMAU,VOY_01_2025,6,LEWOLEBA,2025-01-16 02:00:00,2.0,KUPANG
KM SIRIMAU,VOY_01_2025,7,KUPANG,2025-01-16 17:00:00,6.0,KALABAHI
KM SIRIMAU,VOY_01_2025,8,KALABAHI,2025-01-17 14:00:00,2.0,SAUMLAKI
KM SIRIMAU,VOY_01_2025,9,SAUMLAKI,2025-01-19 09:00:00,2.0,TUAL
KM SIRIMAU,VOY_01_2025,10,TUAL,2025-01-20 07:00:00,5.0,DOBO
KM SIRIMAU,VOY_01_2025,11,DOBO,2025-01-20 23:00:00,2.0,TIMIKA
KM SIRIMAU,VOY_01_2025,12,TIMIKA,2025-01-21 19:00:00,2.0,AGATS
KM SIRIMAU,VOY_01_2025,13,AGATS,2025-01-22 09:00:00,2.0,MERAUKE
KM SIRIMAU,VOY_01_2025,14,MERAUKE,2025-01-24 07:00:00,22.0,AGATS
KM SIRIMAU,VOY_01_2025,15,AGATS,2025-01-27 00:00:00,3.0,TIMIKA
KM SIRIMAU,VOY_01_2025,16,TIMIKA,2025-01-27 21:00:00,2.0,DOBO
KM SIRIMAU,VOY_01_2025,17,DOBO,2025-01-28 18:00:00,2.0,TUAL
KM SIRIMAU,VOY_01_2025,18,TUAL,2025-01-29 06:00:00,5.0,SAUMLAKI
KM SIRIMAU,VOY_01_2025,19,SAUMLAKI,2025-01-30 06:00:00,2.0,KALABAHI
KM SIRIMAU,VOY_01_2025,20,KALABAHI,2025-02-01 03:00:00,2.0,KUPANG
KM SIRIMAU,VOY_01_2025,21,KUPANG,2025-02-01 18:00:00,9.0,LEWOLEBA
KM SIRIMAU,VOY_01_2025,22,LEWOLEBA,2025-02-02 16:00:00,2.0,MAUMERE
KM SIRIMAU,VOY_01_2025,23,MAUMERE,2025-02-03 03:00:00,2.0,BAU-BAU
KM SIRIMAU,VOY_01_2025,24,BAU-BAU,2025-02-03 23:00:00,2.0,WANCI
KM SIRIMAU,VOY_01_2025,25,WANCI,2025-02-04 09:00:00,2.0,AMBON
KM SIRIMAU,VOY_01_2025,26,AMBON,2025-02-05 17:00:00,3.0,SORONG
KM SIRIMAU,VOY_01_2025,27,SORONG,2025-02-07 04:00:00,0.0,
KM AWU,VOY_01_2025,1,KUMAI,2025-01-08 04:00:00,10.0,SURABAYA
KM AWU,VOY_01_2025,2,SURABAYA,2025-01-09 17:00:00,7.0,BENOA
KM AWU,VOY_01_2025,3,BENOA,2025-01-11 03:00:00,6.0,BIMA
KM AWU,VOY_01_2025,4,BIMA,2025-01-12 06:00:00,2.0,WAINGAPU
KM AWU,VOY_01_2025,5,WAINGAPU,2025-01-12 22:00:00,3.0,ENDE
KM AWU,VOY_01_2025,6,ENDE,2025-01-13 10:00:00,2.0,KUPANG
KM AWU,VOY_01_2025,7,KUPANG,2025-01-14 01:00:00,4.0,KALABAHI
KM AWU,VOY_01_2025,8,KALABAHI,2025-01-14 18:00:00,22.0,KUPANG
KM AWU,VOY_01_2025,9,KUPANG,2025-01-16 05:00:00,4.0,ENDE
KM AWU,VOY_01_2025,10,ENDE,2025-01-16 22:00:00,3.0,WAINGAPU
KM AWU,VOY_01_2025,11,WAINGAPU,2025-01-17 10:00:00,3.0,BIMA
KM AWU,VOY_01_2025,12,BIMA,2025-01-18 03:00:00,3.0,BENOA
KM AWU,VOY_01_2025,13,BENOA,2025-01-19 03:00:00,6.0,SURABAYA
KM AWU,VOY_01_2025,14,SURABAYA,2025-01-20 13:00:00,5.0,KUMAI
KM AWU,VOY_01_2025,15,KUMAI,2025-01-21 22:00:00,0.0,
KM BINAIYA,VOY_01_2025,1,BENOA,2025-01-03 18:00:00,22.0,BIMA
KM BINAIYA,VOY_01_2025,2,BIMA,2025-01-05 15:00:00,2.0,LABUAN BAJO
KM BINAIYA,VOY_01_2025,3,LABUAN BAJO,2025-01-06 01:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_01_2025,4,MAKASSAR,2025-01-06 22:00:00,5.0,PARE-PARE
KM BINAIYA,VOY_01_2025,5,PARE-PARE,2025-01-07 09:00:00,2.0,BONTANG
KM BINAIYA,VOY_01_2025,6,BONTANG,2025-01-08 14:00:00,3.0,PARE-PARE
KM BINAIYA,VOY_01_2025,7,PARE-PARE,2025-01-09 20:00:00,2.0,MAKASSAR
KM BINAIYA,VOY_01_2025,8,MAKASSAR,2025-01-10 04:00:00,5.0,LABUAN BAJO
KM BINAIYA,VOY_01_2025,9,LABUAN BAJO,2025-01-11 05:00:00,2.0,BIMA
KM BINAIYA,VOY_01_2025,10,BIMA,2025-01-11 15:00:00,1.0,BENOA
KM BINAIYA,VOY_01_2025,11,BENOA,2025-01-12 15:00:00,4.0,BIMA
KM BINAIYA,VOY_01_2025,12,BIMA,2025-01-13 18:00:00,3.0,WAINGAPU
KM BINAIYA,VOY_01_2025,13,WAINGAPU,2025-01-14 11:00:00,2.0,ENDE
KM BINAIYA,VOY_01_2025,14,ENDE,2025-01-14 22:00:00,2.0,KUPANG
KM BINAIYA,VOY_01_2025,15,KUPANG,2025-01-15 13:00:00,4.0,ENDE
KM BINAIYA,VOY_01_2025,16,ENDE,2025-01-16 06:00:00,2.0,WAINGAPU
KM BINAIYA,VOY_01_2025,17,WAINGAPU,2025-01-16 17:00:00,1.0,BIMA
KM BINAIYA,VOY_01_2025,18,BIMA,2025-01-17 08:00:00,1.0,BENOA
KM BINAIYA,VOY_01_2025,19,BENOA,2025-01-18 08:00:00,0.0,
KM KELIMUTU,VOY_01_2025,1,SURABAYA,2025-01-01 20:00:00,6.0,BATULICIN
KM KELIMUTU,VOY_01_2025,2,BATULICIN,2025-01-03 09:00:00,4.0,SEMARANG
KM KELIMUTU,VOY_01_2025,3,SEMARANG,2025-01-05 04:00:00,8.0,PONTIANAK
KM KELIMUTU,VOY_01_2025,4,PONTIANAK,2025-01-07 10:00:00,2.0,TANJUNG PANDAN
KM KELIMUTU,VOY_01_2025,5,TANJUNG PANDAN,2025-01-08 11:00:00,2.0,TANJUNG PRIOK
KM KELIMUTU,VOY_01_2025,6,TANJUNG PRIOK,2025-01-09 07:00:00,0.0,
KM LAWIT,VOY_01_2025,1,TANJUNG PRIOK,2025-01-01 13:00:00,35.0,SURABAYA
KM LAWIT,VOY_01_2025,2,SURABAYA,2025-01-04 16:00:00,4.0,SAMPIT
KM LAWIT,VOY_01_2025,3,SAMPIT,2025-01-06 00:00:00,20.0,SEMARANG
KM LAWIT,VOY_01_2025,4,SEMARANG,2025-01-08 04:00:00,6.0,KUMAI
KM LAWIT,VOY_01_2025,5,KUMAI,2025-01-09 13:00:00,2.0,SEMARANG
KM LAWIT,VOY_01_2025,6,SEMARANG,2025-01-10 17:00:00,6.0,KARIMUN JAWA
KM LAWIT,VOY_01_2025,7,KARIMUN JAWA,2025-01-11 06:00:00,20.0,SEMARANG
KM LAWIT,VOY_01_2025,8,SEMARANG,2025-01-12 08:00:00,3.0,SAMPIT
KM LAWIT,VOY_01_2025,9,SAMPIT,2025-01-13 20:00:00,19.0,SURABAYA
KM LAWIT,VOY_01_2025,10,SURABAYA,2025-01-15 20:00:00,4.0,KUMAI
