Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port,Optimized_Priority
KM KELUD,VOY_08_2025,6,BATAM,2025-02-26 09:00:00,2.0,TANJUNG PRIOK,0.63381856621647
KM KELUD,VOY_08_2025,7,TANJUNG PRIOK,2025-02-27 17:00:00,0.0,,0.19006134073255412
KM LAWIT,VOY_04_2025,1,KUMAI,2025-02-15 02:00:00,2.0,SURABAYA,0.40131408454981227
KM LAWIT,VOY_04_2025,2,SURABAYA,2025-02-16 09:00:00,5.0,BENOA,0.30923446670069166
KM LAWIT,VOY_04_2025,3,BENOA,2025-02-17 19:00:00,5.0,BIMA,0.19170849552985064
KM LAWIT,VOY_04_2025,4,BIMA,2025-02-18 22:00:00,2.0,WAINGAPU,0.3097552202956022
KM LAWIT,VOY_04_2025,5,WAINGAPU,2025-02-19 15:00:00,3.0,ENDE,0.83678470176811
KM LAWIT,VOY_04_2025,6,ENDE,2025-02-20 04:00:00,2.0,KALABAHI,0.29460428143914397
KM LAWIT,VOY_04_2025,7,KALABAHI,2025-02-21 01:00:00,2.0,KUPANG,0.3775824256688917
KM LAWIT,VOY_04_2025,8,KUPANG,2025-02-21 16:00:00,4.0,ROTE,1.0
KM LAWIT,VOY_04_2025,9,ROTE,2025-02-22 01:00:00,2.0,KUPANG,0.3024997477395675
KM LAWIT,VOY_04_2025,10,KUPANG,2025-02-22 08:00:00,4.0,KALABAHI,0.5539895106411185
KM LAWIT,VOY_04_2025,11,KALABAHI,2025-02-23 01:00:00,2.0,ENDE,0.976140987675238
KM LAWIT,VOY_04_2025,12,ENDE,2025-02-23 22:00:00,2.0,WAINGAPU,0.7626560128240237
KM LAWIT,VOY_04_2025,13,WAINGAPU,2025-02-24 10:00:00,3.0,BIMA,0.6545688176451756
KM LAWIT,VOY_04_2025,14,BIMA,2025-02-25 04:00:00,2.0,BENOA,0.31615056921422857
KM LAWIT,VOY_04_2025,15,BENOA,2025-02-26 04:00:00,3.0,SURABAYA,0.21939955437314212
KM LAWIT,VOY_04_2025,16,SURABAYA,2025-02-27 13:00:00,3.0,KUMAI,0.2582306677246914
KM LAWIT,VOY_04_2025,17,KUMAI,2025-02-28 21:00:00,0.0,,0.18166019052018706
KM NGGAPULU,VOY_03_2025,1,TANJUNG PRIOK,2025-01-27 16:00:00,40.0,SURABAYA,0.0
KM NGGAPULU,VOY_03_2025,2,SURABAYA,2025-01-30 10:00:00,4.0,MAKASSAR,0.1677532093109873
KM NGGAPULU,VOY_03_2025,3,MAKASSAR,2025-01-31 21:00:00,3.0,BAU-BAU,0.6758098190278814
KM NGGAPULU,VOY_03_2025,4,BAU-BAU,2025-02-01 16:00:00,2.0,NAMLEA,0.6491553350019891
KM NGGAPULU,VOY_03_2025,5,NAMLEA,2025-02-02 19:00:00,2.0,AMBON,0.5203347547170832
KM NGGAPULU,VOY_03_2025,6,AMBON,2025-02-03 02:00:00,6.0,NAMLEA,0.7774488327804326
KM NGGAPULU,VOY_03_2025,7,NAMLEA,2025-02-03 13:00:00,2.0,BAU-BAU,0.7659640908863934
KM NGGAPULU,VOY_03_2025,8,BAU-BAU,2025-02-04 16:00:00,3.0,MAKASSAR,0.8877501296142226
KM NGGAPULU,VOY_03_2025,9,MAKASSAR,2025-02-05 10:00:00,3.0,SURABAYA,0.7868850738752906
KM NGGAPULU,VOY_03_2025,10,SURABAYA,2025-02-06 20:00:00,4.0,TANJUNG PRIOK,0.37557757900196653
KM NGGAPULU,VOY_03_2025,11,TANJUNG PRIOK,2025-02-08 02:00:00,0.0,,0.48378365861844386
KM PANGRANGO,VOY_03_2025,1,AMBON,2025-01-30 12:00:00,28.0,BANDA,0.32341812118357405
KM PANGRANGO,VOY_03_2025,2,BANDA,2025-02-01 06:00:00,34.0,AMBON,0.17755604721426654
KM PANGRANGO,VOY_03_2025,3,AMBON,2025-02-03 06:00:00,14.0,NAMROLE,0.993156352700101
KM PANGRANGO,VOY_03_2025,4,NAMROLE,2025-02-04 06:00:00,2.0,AMBON,0.9017197446756751
KM PANGRANGO,VOY_03_2025,5,AMBON,2025-02-04 18:00:00,6.0,BANDA,0.9222335385624989
KM PANGRANGO,VOY_03_2025,6,BANDA,2025-02-05 14:00:00,2.0,SAUMLAKI,0.7810016843032759
KM PANGRANGO,VOY_03_2025,7,SAUMLAKI,2025-02-06 19:00:00,5.0,BANDA,0.1612432534565349
KM PANGRANGO,VOY_03_2025,8,BANDA,2025-02-08 05:00:00,2.0,AMBON,0.841191170463252
KM PANGRANGO,VOY_03_2025,9,AMBON,2025-02-08 21:00:00,20.0,BANDA,0.27469225456310936
KM PANGRANGO,VOY_03_2025,10,BANDA,2025-02-10 07:00:00,2.0,SAUMLAKI,0.6148423730604358
KM PANGRANGO,VOY_03_2025,11,SAUMLAKI,2025-02-11 12:00:00,4.0,BANDA,0.39456092341061666
KM PANGRANGO,VOY_03_2025,12,BANDA,2025-02-12 20:00:00,2.0,AMBON,1.0
KM PANGRANGO,VOY_03_2025,13,AMBON,2025-02-13 12:00:00,0.0,,0.8389947149617081
KM PANGRANGO,VOY_04_2025,1,AMBON,2025-02-13 12:00:00,28.0,BANDA,0.0
KM PANGRANGO,VOY_04_2025,2,BANDA,2025-02-15 06:00:00,34.0,AMBON,0.2042867454780094
KM PANGRANGO,VOY_04_2025,3,AMBON,2025-02-17 06:00:00,14.0,NAMROLE,0.203812059813952
KM PANGRANGO,VOY_04_2025,4,NAMROLE,2025-02-18 06:00:00,2.0,AMBON,0.7451186353181453
KM PANGRANGO,VOY_04_2025,5,AMBON,2025-02-18 18:00:00,6.0,BANDA,0.4817695924001472
KM PANGRANGO,VOY_04_2025,6,BANDA,2025-02-19 14:00:00,2.0,SAUMLAKI,0.0
KM PANGRANGO,VOY_04_2025,7,SAUMLAKI,2025-02-20 19:00:00,5.0,BANDA,0.5272971378318612
KM PANGRANGO,VOY_04_2025,8,BANDA,2025-02-22 05:00:00,2.0,AMBON,0.0
KM PANGRANGO,VOY_04_2025,9,AMBON,2025-02-22 21:00:00,20.0,BANDA,0.943554416416491
KM PANGRANGO,VOY_04_2025,10,BANDA,2025-02-24 07:00:00,2.0,SAUMLAKI,0.011312573888940913
KM PANGRANGO,VOY_04_2025,11,SAUMLAKI,2025-02-25 12:00:00,4.0,BANDA,0.36920853346346716
KM PANGRANGO,VOY_04_2025,12,BANDA,2025-02-26 20:00:00,2.0,AMBON,0.94315545221275
KM PANGRANGO,VOY_04_2025,13,AMBON,2025-02-27 12:00:00,0.0,,1.0
KM SANGIANG,VOY_03_2025,1,BITUNG,2025-02-04 17:00:00,47.0,TERNATE,0.6582817237586847
KM SANGIANG,VOY_03_2025,2,TERNATE,2025-02-07 13:00:00,3.0,BACAN,0.991854754817814
KM SANGIANG,VOY_03_2025,3,BACAN,2025-02-08 05:00:00,2.0,SANANA,0.7576145874033416
KM SANGIANG,VOY_03_2025,4,SANANA,2025-02-09 06:00:00,2.0,NAMLEA,0.8742040431528384
KM SANGIANG,VOY_03_2025,5,NAMLEA,2025-02-09 22:00:00,1.0,AMBON,0.813887495644335
KM SANGIANG,VOY_03_2025,6,AMBON,2025-02-10 09:00:00,4.0,BANDA,0.8745495734989
KM SANGIANG,VOY_03_2025,7,BANDA,2025-02-11 05:00:00,2.0,GESER,0.6756492264767138
KM SANGIANG,VOY_03_2025,8,GESER,2025-02-11 17:00:00,2.0,FAK-FAK,0.532583162262063
KM SANGIANG,VOY_03_2025,9,FAK-FAK,2025-02-12 07:00:00,9.0,GESER,0.1504956796872807
KM SANGIANG,VOY_03_2025,10,GESER,2025-02-13 05:00:00,2.0,BANDA,0.041915132278531504
KM SANGIANG,VOY_03_2025,11,BANDA,2025-02-13 17:00:00,2.0,AMBON,0.6928773819063148
KM SANGIANG,VOY_03_2025,12,AMBON,2025-02-14 13:00:00,11.0,NAMLEA,0.3984481224177427
KM SANGIANG,VOY_03_2025,13,NAMLEA,2025-02-15 11:00:00,5.0,SANANA,0.4207371320336176
KM SANGIANG,VOY_03_2025,14,SANANA,2025-02-16 06:00:00,2.0,BACAN,0.289141424982979
KM SANGIANG,VOY_03_2025,15,BACAN,2025-02-17 05:00:00,2.0,TERNATE,0.4611687699435414
KM SANGIANG,VOY_03_2025,16,TERNATE,2025-02-17 19:00:00,2.0,BITUNG,0.2898041079678127
KM SANGIANG,VOY_03_2025,17,BITUNG,2025-02-18 17:00:00,0.0,,0.7912829001160343
KM SANGIANG,VOY_04_2025,1,BITUNG,2025-02-18 17:00:00,47.0,TERNATE,0.6042371005923765
KM SANGIANG,VOY_04_2025,2,TERNATE,2025-02-21 13:00:00,3.0,BACAN,1.0
KM SANGIANG,VOY_04_2025,3,BACAN,2025-02-22 05:00:00,2.0,SANANA,0.8747924365774105
KM SANGIANG,VOY_04_2025,4,SANANA,2025-02-23 06:00:00,2.0,NAMLEA,0.32799873574584704
KM SANGIANG,VOY_04_2025,5,NAMLEA,2025-02-23 22:00:00,1.0,AMBON,0.8809326512157685
KM SANGIANG,VOY_04_2025,6,AMBON,2025-02-24 09:00:00,4.0,BANDA,0.6811161063875305
KM SANGIANG,VOY_04_2025,7,BANDA,2025-02-25 05:00:00,2.0,GESER,0.34234117659439
KM SANGIANG,VOY_04_2025,8,GESER,2025-02-25 17:00:00,2.0,FAK-FAK,0.7171405094735579
KM SANGIANG,VOY_04_2025,9,FAK-FAK,2025-02-26 07:00:00,9.0,GESER,0.5424195716039589
KM SANGIANG,VOY_04_2025,10,GESER,2025-02-27 05:00:00,2.0,BANDA,0.36683635680690824
KM SANGIANG,VOY_04_2025,11,BANDA,2025-02-27 17:00:00,2.0,AMBON,0.30026154642636776
KM SANGIANG,VOY_04_2025,12,AMBON,2025-02-28 13:00:00,11.0,NAMLEA,0.3160027155369764
KM SANGIANG,VOY_04_2025,13,NAMLEA,2025-03-01 11:00:00,5.0,SANANA,0.3244114456098524
KM SANGIANG,VOY_04_2025,14,SANANA,2025-03-02 06:00:00,2.0,BACAN,0.19037106801764686
KM SANGIANG,VOY_04_2025,15,BACAN,2025-03-03 05:00:00,2.0,TERNATE,0.2816073355444058
KM SANGIANG,VOY_04_2025,16,TERNATE,2025-03-03 19:00:00,2.0,BITUNG,0.637067826326764
KM SANGIANG,VOY_04_2025,17,BITUNG,2025-03-04 17:00:00,0.0,,0.3505329791345667
KM SINABUNG,VOY_03_2025,1,SURABAYA,2025-02-08 22:00:00,21.0,MAKASSAR,0.45261426748898037
KM SINABUNG,VOY_03_2025,2,MAKASSAR,2025-02-11 02:00:00,3.0,BAU-BAU,0.0008576103561025589
KM SINABUNG,VOY_03_2025,3,BAU-BAU,2025-02-11 22:00:00,2.0,BANGGAI,0.8109448288700103
KM SINABUNG,VOY_03_2025,4,BANGGAI,2025-02-12 18:00:00,1.0,BITUNG,0.6875418915558769
KM SINABUNG,VOY_03_2025,5,BITUNG,2025-02-13 10:00:00,3.0,TERNATE,0.47061913942798667
KM SINABUNG,VOY_03_2025,6,TERNATE,2025-02-14 00:00:00,2.0,BACAN,0.0
KM SINABUNG,VOY_03_2025,7,BACAN,2025-02-14 09:00:00,1.0,SORONG,0.7658524389147103
KM SINABUNG,VOY_03_2025,8,SORONG,2025-02-15 01:00:00,3.0,MANOKWARI,0.6401963432356081
KM SINABUNG,VOY_03_2025,9,MANOKWARI,2025-02-15 18:00:00,2.0,BIAK,0.23068728789475867
KM SINABUNG,VOY_03_2025,10,BIAK,2025-02-16 06:00:00,2.0,JAYAPURA,0.875670073665463
KM SINABUNG,VOY_03_2025,11,JAYAPURA,2025-02-17 04:00:00,4.0,BIAK,0.8553839596822803
KM SINABUNG,VOY_03_2025,12,BIAK,2025-02-18 08:00:00,2.0,MANOKWARI,0.6227254077992361
KM SINABUNG,VOY_03_2025,13,MANOKWARI,2025-02-18 20:00:00,2.0,SORONG,0.2535216464443228
KM SINABUNG,VOY_03_2025,14,SORONG,2025-02-19 13:00:00,2.0,BACAN,0.23914261329357625
KM SINABUNG,VOY_03_2025,15,BACAN,2025-02-20 07:00:00,1.0,TERNATE,0.4046936670682303
KM SINABUNG,VOY_03_2025,16,TERNATE,2025-02-20 15:00:00,2.0,BITUNG,0.23097829201733588
KM SINABUNG,VOY_03_2025,17,BITUNG,2025-02-21 03:00:00,2.0,BANGGAI,0.1820255597827924
KM SINABUNG,VOY_03_2025,18,BANGGAI,2025-02-21 21:00:00,2.0,BAU-BAU,0.48441781069119805
KM SINABUNG,VOY_03_2025,19,BAU-BAU,2025-02-22 17:00:00,2.0,MAKASSAR,0.7679316354449837
KM SINABUNG,VOY_03_2025,20,MAKASSAR,2025-02-23 12:00:00,2.0,SURABAYA,0.7645091551256283
KM SINABUNG,VOY_03_2025,21,SURABAYA,2025-02-24 22:00:00,0.0,,0.5276628683468496
KM TIDAR,VOY_03_2025,1,KIJANG,2025-01-31 05:00:00,4.0,TANJUNG PRIOK,0.4459624718560874
KM TIDAR,VOY_03_2025,2,TANJUNG PRIOK,2025-02-01 21:00:00,6.0,SURABAYA,0.0
KM TIDAR,VOY_03_2025,3,SURABAYA,2025-02-03 08:00:00,2.0,MAKASSAR,0.5229504311475817
KM TIDAR,VOY_03_2025,4,MAKASSAR,2025-02-04 18:00:00,3.0,BAU-BAU,0.14033006458474565
KM TIDAR,VOY_03_2025,5,BAU-BAU,2025-02-05 14:00:00,3.0,MAUMERE,0.07093911116077459
KM TIDAR,VOY_03_2025,6,MAUMERE,2025-02-06 07:00:00,2.0,LARANTUKA,0.42722309986073237
KM TIDAR,VOY_03_2025,7,LARANTUKA,2025-02-06 15:00:00,2.0,LEWOLEBA,0.9484845656876468
KM TIDAR,VOY_03_2025,8,LEWOLEBA,2025-02-06 20:00:00,2.0,KUPANG,0.9020165666013196
KM TIDAR,VOY_03_2025,9,KUPANG,2025-02-07 07:00:00,4.0,LEWOLEBA,0.5249709127445323
KM TIDAR,VOY_03_2025,10,LEWOLEBA,2025-02-07 19:00:00,2.0,LARANTUKA,0.13430468152771458
KM TIDAR,VOY_03_2025,11,LARANTUKA,2025-02-08 00:00:00,2.0,MAUMERE,0.7494913072140813
KM TIDAR,VOY_03_2025,12,MAUMERE,2025-02-08 08:00:00,2.0,BAU-BAU,0.6012444317649652
KM TIDAR,VOY_03_2025,13,BAU-BAU,2025-02-08 23:00:00,3.0,MAKASSAR,0.617026070725237
KM TIDAR,VOY_03_2025,14,MAKASSAR,2025-02-09 19:00:00,5.0,SURABAYA,0.3758355521427211
KM TIDAR,VOY_03_2025,15,SURABAYA,2025-02-11 08:00:00,3.0,TANJUNG PRIOK,0.7998162645788278
KM TIDAR,VOY_03_2025,16,TANJUNG PRIOK,2025-02-12 15:00:00,3.0,KIJANG,0.3951571000952925
KM TIDAR,VOY_03_2025,17,KIJANG,2025-02-14 05:00:00,0.0,,0.29327901754505725
KM TIDAR,VOY_04_2025,1,KIJANG,2025-02-14 05:00:00,4.0,TANJUNG PRIOK,0.282139362329088
KM TIDAR,VOY_04_2025,2,TANJUNG PRIOK,2025-02-15 21:00:00,6.0,SURABAYA,0.12096295481878849
KM TIDAR,VOY_04_2025,3,SURABAYA,2025-02-17 08:00:00,2.0,MAKASSAR,0.418450325593964
KM TIDAR,VOY_04_2025,4,MAKASSAR,2025-02-18 18:00:00,3.0,BAU-BAU,0.47970017451014463
KM TIDAR,VOY_04_2025,5,BAU-BAU,2025-02-19 14:00:00,3.0,MAUMERE,0.7354441662173327
KM TIDAR,VOY_04_2025,6,MAUMERE,2025-02-20 07:00:00,2.0,LARANTUKA,0.4489909987263479
KM TIDAR,VOY_04_2025,7,LARANTUKA,2025-02-20 15:00:00,2.0,LEWOLEBA,0.7353779664042506
KM TIDAR,VOY_04_2025,8,LEWOLEBA,2025-02-20 20:00:00,2.0,KUPANG,0.5769128197518197
KM TIDAR,VOY_04_2025,9,KUPANG,2025-02-21 07:00:00,4.0,LEWOLEBA,0.2570792707272169
KM TIDAR,VOY_04_2025,10,LEWOLEBA,2025-02-21 19:00:00,2.0,LARANTUKA,0.3244821310992673
KM TIDAR,VOY_04_2025,11,LARANTUKA,2025-02-22 00:00:00,2.0,MAUMERE,0.8441779753129484
KM TIDAR,VOY_04_2025,12,MAUMERE,2025-02-22 08:00:00,2.0,BAU-BAU,0.04610740319465299
KM TIDAR,VOY_04_2025,13,BAU-BAU,2025-02-22 23:00:00,3.0,MAKASSAR,0.3881470213478345
KM TIDAR,VOY_04_2025,14,MAKASSAR,2025-02-23 19:00:00,5.0,SURABAYA,0.5559856815225805
KM TIDAR,VOY_04_2025,15,SURABAYA,2025-02-25 08:00:00,3.0,TANJUNG PRIOK,0.26292512987865013
KM TIDAR,VOY_04_2025,16,TANJUNG PRIOK,2025-02-26 15:00:00,3.0,KIJANG,0.48915532610127355
KM TIDAR,VOY_04_2025,17,KIJANG,2025-02-28 05:00:00,0.0,,0.12748307322268787
KM WILIS,VOY_03_2025,1,BATULICIN,2025-01-28 15:00:00,27.0,MAKASSAR,0.577156066609825
KM WILIS,VOY_03_2025,2,MAKASSAR,2025-01-31 00:00:00,8.0,LABUAN BAJO,0.9304295953615092
KM WILIS,VOY_03_2025,3,LABUAN BAJO,2025-02-01 08:00:00,1.0,BIMA,0.32256524915099183
KM WILIS,VOY_03_2025,4,BIMA,2025-02-01 18:00:00,1.0,WAIKELO,0.7109251548709729
KM WILIS,VOY_03_2025,5,WAIKELO,2025-02-02 06:00:00,1.0,WAINGAPU,0.40618196774175586
KM WILIS,VOY_03_2025,6,WAINGAPU,2025-02-02 16:00:00,4.0,ENDE,0.005356676839617477
KM WILIS,VOY_03_2025,7,ENDE,2025-02-03 07:00:00,2.0,KUPANG,0.0342129759984422
KM WILIS,VOY_03_2025,8,KUPANG,2025-02-04 01:00:00,8.0,KALABAHI,0.5224217047627383
KM WILIS,VOY_03_2025,9,KALABAHI,2025-02-05 02:00:00,12.0,KUPANG,0.9802031044335171
KM WILIS,VOY_03_2025,10,KUPANG,2025-02-06 06:00:00,8.0,ENDE,0.6067370735180107
KM WILIS,VOY_03_2025,11,ENDE,2025-02-07 06:00:00,2.0,WAINGAPU,0.8405556680851071
KM WILIS,VOY_03_2025,12,WAINGAPU,2025-02-07 19:00:00,2.0,WAIKELO,0.2258365514837378
KM WILIS,VOY_03_2025,13,WAIKELO,2025-02-08 06:00:00,1.0,BIMA,0.6987583694554769
KM WILIS,VOY_03_2025,14,BIMA,2025-02-08 18:00:00,2.0,LABUAN BAJO,0.23564212940866336
KM WILIS,VOY_03_2025,15,LABUAN BAJO,2025-02-09 05:00:00,1.0,MAKASSAR,0.523059264409149
KM WILIS,VOY_03_2025,16,MAKASSAR,2025-02-10 06:00:00,3.0,BATULICIN,0.8576697223839949
KM WILIS,VOY_03_2025,17,BATULICIN,2025-02-11 15:00:00,0.0,,0.1737854522915428
KM WILIS,VOY_04_2025,1,BATULICIN,2025-02-11 15:00:00,27.0,MAKASSAR,1.0
KM WILIS,VOY_04_2025,2,MAKASSAR,2025-02-14 00:00:00,8.0,LABUAN BAJO,0.3636571688404793
KM WILIS,VOY_04_2025,3,LABUAN BAJO,2025-02-15 08:00:00,1.0,BIMA,0.9665652911122997
KM WILIS,VOY_04_2025,4,BIMA,2025-02-15 18:00:00,1.0,WAIKELO,0.685341042043971
KM WILIS,VOY_04_2025,5,WAIKELO,2025-02-16 06:00:00,1.0,WAINGAPU,0.8483923535980843
KM WILIS,VOY_04_2025,6,WAINGAPU,2025-02-16 16:00:00,4.0,ENDE,0.8876473008919428
KM WILIS,VOY_04_2025,7,ENDE,2025-02-17 07:00:00,2.0,KUPANG,1.0
KM WILIS,VOY_04_2025,8,KUPANG,2025-02-18 01:00:00,8.0,KALABAHI,0.9250545835449261
KM WILIS,VOY_04_2025,9,KALABAHI,2025-02-19 02:00:00,12.0,KUPANG,0.6590353253483248
KM WILIS,VOY_04_2025,10,KUPANG,2025-02-20 06:00:00,8.0,ENDE,0.0
KM WILIS,VOY_04_2025,11,ENDE,2025-02-21 06:00:00,2.0,WAINGAPU,0.33028940486616337
KM WILIS,VOY_04_2025,12,WAINGAPU,2025-02-21 19:00:00,2.0,WAIKELO,0.3330516545308271
KM WILIS,VOY_04_2025,13,WAIKELO,2025-02-22 06:00:00,1.0,BIMA,0.4081438243980303
KM WILIS,VOY_04_2025,14,BIMA,2025-02-22 18:00:00,2.0,LABUAN BAJO,0.4072971479354919
KM WILIS,VOY_04_2025,15,LABUAN BAJO,2025-02-23 05:00:00,1.0,MAKASSAR,0.4578486601131176
KM WILIS,VOY_04_2025,16,MAKASSAR,2025-02-24 06:00:00,3.0,BATULICIN,0.5499882354451341
KM WILIS,VOY_04_2025,17,BATULICIN,2025-02-25 15:00:00,0.0,,0.3245098457118973
KM BINAIYA,VOY_03_2025,1,BENOA,2025-01-29 10:00:00,12.0,BIMA,0.18839473536408902
KM BINAIYA,VOY_03_2025,2,BIMA,2025-01-30 21:00:00,2.0,LABUAN BAJO,0.5571923208589163
KM BINAIYA,VOY_03_2025,3,LABUAN BAJO,2025-01-31 07:00:00,2.0,MAKASSAR,0.36903953797657785
KM BINAIYA,VOY_03_2025,4,MAKASSAR,2025-02-01 04:00:00,5.0,PARE-PARE,0.1312768462940347
KM BINAIYA,VOY_03_2025,5,PARE-PARE,2025-02-01 15:00:00,2.0,BONTANG,0.8655731423594014
KM BINAIYA,VOY_03_2025,6,BONTANG,2025-02-02 20:00:00,3.0,PARE-PARE,0.5480494690293549
KM BINAIYA,VOY_03_2025,7,PARE-PARE,2025-02-04 02:00:00,2.0,MAKASSAR,0.5730726917939544
KM BINAIYA,VOY_03_2025,8,MAKASSAR,2025-02-04 10:00:00,5.0,LABUAN BAJO,0.10722124258167212
KM BINAIYA,VOY_03_2025,9,LABUAN BAJO,2025-02-05 11:00:00,2.0,BIMA,0.0
KM BINAIYA,VOY_03_2025,10,BIMA,2025-02-05 21:00:00,1.0,BENOA,0.7253366510451144
KM BINAIYA,VOY_03_2025,11,BENOA,2025-02-06 21:00:00,4.0,BIMA,0.01147229687821151
KM BINAIYA,VOY_03_2025,12,BIMA,2025-02-08 00:00:00,3.0,WAINGAPU,0.22295566643890968
KM BINAIYA,VOY_03_2025,13,WAINGAPU,2025-02-08 17:00:00,2.0,ENDE,0.1633660738478447
KM BINAIYA,VOY_03_2025,14,ENDE,2025-02-09 04:00:00,2.0,KUPANG,0.25862383082357876
KM BINAIYA,VOY_03_2025,15,KUPANG,2025-02-09 19:00:00,4.0,ENDE,0.10411895088495808
KM BINAIYA,VOY_03_2025,16,ENDE,2025-02-10 12:00:00,2.0,WAINGAPU,0.023946711335636178
KM BINAIYA,VOY_03_2025,17,WAINGAPU,2025-02-10 23:00:00,1.0,BIMA,0.5763270416061022
KM BINAIYA,VOY_03_2025,18,BIMA,2025-02-11 14:00:00,1.0,BENOA,0.28883169400340836
KM BINAIYA,VOY_03_2025,19,BENOA,2025-02-12 14:00:00,0.0,,0.5470072163595483
KM BINAIYA,VOY_04_2025,1,BENOA,2025-02-12 14:00:00,18.0,BIMA,1.0
KM BINAIYA,VOY_04_2025,2,BIMA,2025-02-14 07:00:00,2.0,LABUAN BAJO,0.6247896660232234
KM BINAIYA,VOY_04_2025,3,LABUAN BAJO,2025-02-14 17:00:00,2.0,MAKASSAR,0.582693419687238
KM BINAIYA,VOY_04_2025,4,MAKASSAR,2025-02-15 14:00:00,5.0,AWERANGE,0.5803195885053303
KM BINAIYA,VOY_04_2025,5,AWERANGE,2025-02-16 01:00:00,2.0,BONTANG,0.5789604206878648
KM BINAIYA,VOY_04_2025,6,BONTANG,2025-02-17 06:00:00,3.0,PARE-PARE,1.0
KM BINAIYA,VOY_04_2025,7,PARE-PARE,2025-02-18 12:00:00,2.0,BONTANG,0.4771890531208236
KM BINAIYA,VOY_04_2025,8,BONTANG,2025-02-19 17:00:00,4.0,AWERANGE,0.4484216827391778
KM BINAIYA,VOY_04_2025,9,AWERANGE,2025-02-21 00:00:00,2.0,MAKASSAR,0.19552478252171973
KM BINAIYA,VOY_04_2025,10,MAKASSAR,2025-02-21 08:00:00,4.0,LABUAN BAJO,0.9113351965727556
KM BINAIYA,VOY_04_2025,11,LABUAN BAJO,2025-02-22 07:00:00,2.0,BIMA,0.5300178926718602
KM BINAIYA,VOY_04_2025,12,BIMA,2025-02-22 17:00:00,1.0,BENOA,0.0
