Ship_Name,Voyage_ID,Leg_Sequence,Port_Name,ETA_Planned,Service_Time_Hours,Next_Port,Optimized_Priority
KM AWU,VOY_06_2025,8,KALABAHI,2025-04-26 13:00:00,2.0,KUPANG,0.42511084770563545
KM AWU,VOY_06_2025,9,KUPANG,2025-04-27 04:00:00,3.0,ENDE,0.6073833656837924
KM AWU,VOY_06_2025,10,ENDE,2025-04-27 20:00:00,2.0,WAINGAPU,0.654826670582792
KM AWU,VOY_06_2025,11,WAINGAPU,2025-04-28 07:00:00,3.0,BIMA,0.6692690419259102
KM AWU,VOY_06_2025,12,BIMA,2025-04-29 00:00:00,2.0,BENOA,0.3182351577805508
KM AWU,VOY_06_2025,13,BENOA,2025-04-29 23:00:00,3.0,SURABAYA,0.6027363493360445
KM AWU,VOY_06_2025,14,SURABAYA,2025-05-01 06:00:00,3.0,KUMAI,0.3359481401962908
KM AWU,VOY_06_2025,15,KUMAI,2025-05-02 13:00:00,0.0,,0.6602090827783331
KM KELUD,VOY_14_2025,1,TANJUNG PRIOK,2025-04-04 03:00:00,14.0,BATAM,0.5061349901210657
KM KELUD,VOY_14_2025,2,BATAM,2025-04-06 00:00:00,4.0,TANJUNG BALAI KARIMUN,0.46808329777731367
KM KELUD,VOY_14_2025,3,TANJUNG BALAI KARIMUN,2025-04-06 07:00:00,2.0,BELAWAN,0.5297410203203167
KM KELUD,VOY_14_2025,4,BELAWAN,2025-04-07 07:00:00,5.0,BATAM,0.31073920997305876
KM KELUD,VOY_14_2025,5,BATAM,2025-04-08 10:00:00,7.0,BELAWAN,0.6947099345435592
KM KELUD,VOY_14_2025,6,BELAWAN,2025-04-09 15:00:00,19.0,BATAM,0.5061513390495033
KM KELUD,VOY_14_2025,7,BATAM,2025-04-11 08:00:00,3.0,BELAWAN,0.452828920843302
KM KELUD,VOY_14_2025,8,BELAWAN,2025-04-12 09:00:00,0.0,,0.507945535616047
KM KELUD,VOY_15_2025,1,BELAWAN,2025-04-12 09:00:00,8.0,BATAM,0.6745420054117176
KM KELUD,VOY_15_2025,2,BATAM,2025-04-13 15:00:00,4.0,BELAWAN,0.6149111135035501
KM KELUD,VOY_15_2025,3,BELAWAN,2025-04-14 17:00:00,20.0,BATAM,0.6282728807635316
KM KELUD,VOY_15_2025,4,BATAM,2025-04-16 11:00:00,4.0,BELAWAN,0.5579233854879503
KM KELUD,VOY_15_2025,5,BELAWAN,2025-04-17 13:00:00,5.0,TANJUNG BALAI KARIMUN,0.33957348341002785
KM KELUD,VOY_15_2025,6,TANJUNG BALAI KARIMUN,2025-04-18 16:00:00,2.0,BATAM,0.3225366459066348
KM KELUD,VOY_15_2025,7,BATAM,2025-04-18 21:00:00,3.0,TANJUNG PRIOK,0.603755731121025
KM KELUD,VOY_15_2025,8,TANJUNG PRIOK,2025-04-20 06:00:00,0.0,,0.5168234554289888
KM KELUD,VOY_16_2025,1,TANJUNG PRIOK,2025-04-20 06:00:00,13.0,BATAM,0.4559868069881038
KM KELUD,VOY_16_2025,2,BATAM,2025-04-22 02:00:00,4.0,TANJUNG BALAI KARIMUN,0.36102829467276004
KM KELUD,VOY_16_2025,3,TANJUNG BALAI KARIMUN,2025-04-22 10:00:00,2.0,BELAWAN,0.3411484693597858
KM KELUD,VOY_16_2025,4,BELAWAN,2025-04-23 09:00:00,4.0,BATAM,0.4468503739126546
KM KELUD,VOY_16_2025,5,BATAM,2025-04-24 11:00:00,6.0,BELAWAN,0.40756295796815933
KM KELUD,VOY_16_2025,6,BELAWAN,2025-04-25 15:00:00,19.0,BATAM,0.3634020536159811
KM KELUD,VOY_16_2025,7,BATAM,2025-04-27 08:00:00,3.0,BELAWAN,0.6906487971195313
KM KELUD,VOY_16_2025,8,BELAWAN,2025-04-28 09:00:00,9.0,TANJUNG BALAI KARIMUN,0.5463851460047316
KM KELUD,VOY_16_2025,9,TANJUNG BALAI KARIMUN,2025-04-29 16:00:00,2.0,BATAM,0.6607121638502058
KM KELUD,VOY_16_2025,10,BATAM,2025-04-29 21:00:00,3.0,TANJUNG PRIOK,0.6113203163913805
KM KELUD,VOY_16_2025,11,TANJUNG PRIOK,2025-05-01 06:00:00,0.0,,0.6614553361829362
KM LAWIT,VOY_07_2025,1,KUMAI,2025-04-01 14:00:00,3.0,SEMARANG,0.5332455853678373
KM LAWIT,VOY_07_2025,2,SEMARANG,2025-04-02 18:00:00,8.0,SAMPIT,0.43609322364383823
KM LAWIT,VOY_07_2025,3,SAMPIT,2025-04-04 12:00:00,21.0,SURABAYA,0.31125664565977873
KM LAWIT,VOY_07_2025,4,SURABAYA,2025-04-06 13:00:00,3.0,KUMAI,0.6451430135184296
KM LAWIT,VOY_07_2025,5,KUMAI,2025-04-07 20:00:00,4.0,SURABAYA,0.30037708901748406
KM LAWIT,VOY_07_2025,6,SURABAYA,2025-04-09 04:00:00,4.0,SAMPIT,0.3425140904216877
KM LAWIT,VOY_07_2025,7,SAMPIT,2025-04-10 17:00:00,20.0,SEMARANG,0.41917478363980665
KM LAWIT,VOY_07_2025,8,SEMARANG,2025-04-12 21:00:00,3.0,KUMAI,0.35658087187293197
KM LAWIT,VOY_07_2025,9,KUMAI,2025-04-14 02:00:00,3.0,SEMARANG,0.3368881338238905
KM LAWIT,VOY_07_2025,10,SEMARANG,2025-04-15 07:00:00,15.0,KARIMUN JAWA,0.45087908051653863
KM LAWIT,VOY_07_2025,11,KARIMUN JAWA,2025-04-16 05:00:00,29.0,SEMARANG,0.3733379850328564
KM LAWIT,VOY_07_2025,12,SEMARANG,2025-04-17 17:00:00,6.0,SAMPIT,0.6569768228069528
KM LAWIT,VOY_07_2025,13,SAMPIT,2025-04-19 12:00:00,21.0,SURABAYA,0.6071438023255604
KM LAWIT,VOY_07_2025,14,SURABAYA,2025-04-21 13:00:00,2.0,KUMAI,0.5631190879677903
KM LAWIT,VOY_07_2025,15,KUMAI,2025-04-22 19:00:00,4.0,SEMARANG,0.3742313182955396
KM LAWIT,VOY_07_2025,16,SEMARANG,2025-04-24 01:00:00,3.0,SAMPIT,0.5418103381978726
KM LAWIT,VOY_07_2025,17,SAMPIT,2025-04-25 16:00:00,20.0,SURABAYA,0.3306660578083581
KM LAWIT,VOY_07_2025,18,SURABAYA,2025-04-27 16:00:00,0.0,,0.510477953817278
KM NGGAPULU,VOY_06_2025,1,TANJUNG PRIOK,2025-03-30 07:00:00,15.0,SURABAYA,0.5442886311171583
KM NGGAPULU,VOY_06_2025,2,SURABAYA,2025-04-01 00:00:00,4.0,MAKASSAR,0.660460263235543
KM NGGAPULU,VOY_06_2025,3,MAKASSAR,2025-04-02 11:00:00,3.0,BAU-BAU,0.41425931317342046
KM NGGAPULU,VOY_06_2025,4,BAU-BAU,2025-04-03 05:00:00,2.0,NAMLEA,0.680685137198923
KM NGGAPULU,VOY_06_2025,5,NAMLEA,2025-04-04 08:00:00,2.0,AMBON,0.577106922665181
KM NGGAPULU,VOY_06_2025,6,AMBON,2025-04-04 15:00:00,4.0,TERNATE,0.5126950066336718
KM NGGAPULU,VOY_06_2025,7,TERNATE,2025-04-05 16:00:00,2.0,JAILOLO,0.44524006742763444
KM NGGAPULU,VOY_06_2025,8,JAILOLO,2025-04-05 20:00:00,2.0,BITUNG,0.31063617226888035
KM NGGAPULU,VOY_06_2025,9,BITUNG,2025-04-06 08:00:00,4.0,JAILOLO,0.4615410825093802
KM NGGAPULU,VOY_06_2025,10,JAILOLO,2025-04-06 22:00:00,2.0,TERNATE,0.6306152634968545
KM NGGAPULU,VOY_06_2025,11,TERNATE,2025-04-07 02:00:00,2.0,AMBON,0.6302776964010164
KM NGGAPULU,VOY_06_2025,12,AMBON,2025-04-08 01:00:00,3.0,NAMLEA,0.6284314311890098
KM NGGAPULU,VOY_06_2025,13,NAMLEA,2025-04-08 10:00:00,2.0,BAU-BAU,0.47793140787608707
KM NGGAPULU,VOY_06_2025,14,BAU-BAU,2025-04-09 13:00:00,2.0,MAKASSAR,0.4129577488713566
KM NGGAPULU,VOY_06_2025,15,MAKASSAR,2025-04-10 07:00:00,3.0,SURABAYA,0.45791354571732884
KM NGGAPULU,VOY_06_2025,16,SURABAYA,2025-04-11 17:00:00,2.0,TANJUNG PRIOK,0.4615354999363372
KM NGGAPULU,VOY_06_2025,17,TANJUNG PRIOK,2025-04-12 21:00:00,0.0,,0.6625983546444123
KM NGGAPULU,VOY_07_2025,1,TANJUNG PRIOK,2025-04-12 21:00:00,10.0,SURABAYA,0.4306799459777847
KM NGGAPULU,VOY_07_2025,2,SURABAYA,2025-04-14 08:00:00,4.0,MAKASSAR,0.3369320909856685
KM NGGAPULU,VOY_07_2025,3,MAKASSAR,2025-04-15 18:00:00,3.0,BAU-BAU,0.44324398754965927
KM NGGAPULU,VOY_07_2025,4,BAU-BAU,2025-04-16 12:00:00,3.0,NAMLEA,0.6119827675347254
KM NGGAPULU,VOY_07_2025,5,NAMLEA,2025-04-17 16:00:00,2.0,AMBON,0.6918270571499159
KM NGGAPULU,VOY_07_2025,6,AMBON,2025-04-17 23:00:00,3.0,TERNATE,0.5180485869900076
KM NGGAPULU,VOY_07_2025,7,TERNATE,2025-04-18 23:00:00,2.0,JAILOLO,0.5689883969860812
KM NGGAPULU,VOY_07_2025,8,JAILOLO,2025-04-19 03:00:00,2.0,BITUNG,0.6968132016872816
KM NGGAPULU,VOY_07_2025,9,BITUNG,2025-04-19 16:00:00,19.0,TERNATE,0.35739565052738664
KM NGGAPULU,VOY_07_2025,10,TERNATE,2025-04-20 21:00:00,2.0,AMBON,0.5550900856469602
KM NGGAPULU,VOY_07_2025,11,AMBON,2025-04-21 20:00:00,4.0,TERNATE,0.5912550448574708
KM NGGAPULU,VOY_07_2025,12,TERNATE,2025-04-22 21:00:00,3.0,BITUNG,0.5951211867345321
KM NGGAPULU,VOY_07_2025,13,BITUNG,2025-04-23 10:00:00,14.0,JAILOLO,0.3084522237494573
KM NGGAPULU,VOY_07_2025,14,JAILOLO,2025-04-24 10:00:00,2.0,TERNATE,0.47725987285718985
KM NGGAPULU,VOY_07_2025,15,TERNATE,2025-04-24 14:00:00,2.0,AMBON,0.42549147346604427
KM NGGAPULU,VOY_07_2025,16,AMBON,2025-04-25 13:00:00,3.0,NAMLEA,0.4362943680123396
KM NGGAPULU,VOY_07_2025,17,NAMLEA,2025-04-25 22:00:00,2.0,BAU-BAU,0.4369556977531729
KM NGGAPULU,VOY_07_2025,18,BAU-BAU,2025-04-27 01:00:00,2.0,MAKASSAR,0.4922507080070802
KM NGGAPULU,VOY_07_2025,19,MAKASSAR,2025-04-27 19:00:00,3.0,SURABAYA,0.39539890773880393
KM NGGAPULU,VOY_07_2025,20,SURABAYA,2025-04-29 05:00:00,3.0,TANJUNG PRIOK,0.4178093470528448
KM NGGAPULU,VOY_07_2025,21,TANJUNG PRIOK,2025-04-30 10:00:00,0.0,,0.4597761645704241
KM PANGRANGO,VOY_07_2025,1,AMBON,2025-03-28 12:00:00,4.0,BANDA,0.3544337228691425
KM PANGRANGO,VOY_07_2025,2,BANDA,2025-03-29 06:00:00,34.0,AMBON,0.32764324223539176
KM PANGRANGO,VOY_07_2025,3,AMBON,2025-03-31 06:00:00,14.0,NAMROLE,0.5907271095447211
KM PANGRANGO,VOY_07_2025,4,NAMROLE,2025-04-01 06:00:00,2.0,AMBON,0.47042758563239384
KM PANGRANGO,VOY_07_2025,5,AMBON,2025-04-01 18:00:00,6.0,BANDA,0.4518889558883271
KM PANGRANGO,VOY_07_2025,6,BANDA,2025-04-02 14:00:00,2.0,SAUMLAKI,0.5756523556258727
KM PANGRANGO,VOY_07_2025,7,SAUMLAKI,2025-04-03 19:00:00,5.0,BANDA,0.4951843581870059
KM PANGRANGO,VOY_07_2025,8,BANDA,2025-04-05 05:00:00,2.0,AMBON,0.32666461690430004
KM PANGRANGO,VOY_07_2025,9,AMBON,2025-04-05 21:00:00,20.0,BANDA,0.6240962503901313
KM PANGRANGO,VOY_07_2025,10,BANDA,2025-04-07 07:00:00,2.0,SAUMLAKI,0.3559118302191181
KM PANGRANGO,VOY_07_2025,11,SAUMLAKI,2025-04-08 12:00:00,4.0,BANDA,0.49594669410213765
KM PANGRANGO,VOY_07_2025,12,BANDA,2025-04-09 20:00:00,2.0,AMBON,0.5145077082616338
KM PANGRANGO,VOY_07_2025,13,AMBON,2025-04-10 12:00:00,0.0,,0.422412565385722
KM PANGRANGO,VOY_08_2025,1,AMBON,2025-04-10 12:00:00,29.0,BANDA,0.5849469739471973
KM PANGRANGO,VOY_08_2025,2,BANDA,2025-04-12 07:00:00,33.0,AMBON,0.5609717393977967
KM PANGRANGO,VOY_08_2025,3,AMBON,2025-04-14 06:00:00,14.0,NAMROLE,0.6397461338898687
KM PANGRANGO,VOY_08_2025,4,NAMROLE,2025-04-15 06:00:00,2.0,AMBON,0.5523784086307184
KM PANGRANGO,VOY_08_2025,5,AMBON,2025-04-15 18:00:00,6.0,BANDA,0.5757836441799389
KM PANGRANGO,VOY_08_2025,6,BANDA,2025-04-16 14:00:00,2.0,SAUMLAKI,0.3090573271064398
KM PANGRANGO,VOY_08_2025,7,SAUMLAKI,2025-04-17 19:00:00,5.0,BANDA,0.32539283047660306
KM PANGRANGO,VOY_08_2025,8,BANDA,2025-04-19 05:00:00,2.0,AMBON,0.5728282924996543
KM PANGRANGO,VOY_08_2025,9,AMBON,2025-04-19 21:00:00,20.0,BANDA,0.355630509164933
KM PANGRANGO,VOY_08_2025,10,BANDA,2025-04-21 07:00:00,2.0,SAUMLAKI,0.5367223471719912
KM PANGRANGO,VOY_08_2025,11,SAUMLAKI,2025-04-22 12:00:00,4.0,BANDA,0.45811797524712145
KM PANGRANGO,VOY_08_2025,12,BANDA,2025-04-23 20:00:00,2.0,AMBON,0.5230607178954204
KM PANGRANGO,VOY_08_2025,13,AMBON,2025-04-24 12:00:00,0.0,,0.5608461101119587
KM SANGIANG,VOY_07_2025,1,BITUNG,2025-03-30 17:00:00,47.0,TERNATE,0.6316851675397988
KM SANGIANG,VOY_07_2025,2,TERNATE,2025-04-02 13:00:00,3.0,BACAN,0.6366557202724039
KM SANGIANG,VOY_07_2025,3,BACAN,2025-04-03 05:00:00,2.0,SANANA,0.5494058032696194
KM SANGIANG,VOY_07_2025,4,SANANA,2025-04-04 06:00:00,2.0,NAMLEA,0.5216096321595669
KM SANGIANG,VOY_07_2025,5,NAMLEA,2025-04-04 22:00:00,1.0,AMBON,0.6811050702720016
KM SANGIANG,VOY_07_2025,6,AMBON,2025-04-05 09:00:00,4.0,BANDA,0.6232861981818986
KM SANGIANG,VOY_07_2025,7,BANDA,2025-04-06 05:00:00,2.0,GESER,0.40078261691504535
KM SANGIANG,VOY_07_2025,8,GESER,2025-04-06 17:00:00,2.0,FAK-FAK,0.5598338820396926
KM SANGIANG,VOY_07_2025,9,FAK-FAK,2025-04-07 07:00:00,9.0,GESER,0.48035080248926787
KM SANGIANG,VOY_07_2025,10,GESER,2025-04-08 05:00:00,2.0,BANDA,0.6343019029000089
KM SANGIANG,VOY_07_2025,11,BANDA,2025-04-08 17:00:00,2.0,AMBON,0.3568798081121899
KM SANGIANG,VOY_07_2025,12,AMBON,2025-04-09 13:00:00,11.0,NAMLEA,0.39274106573646894
KM SANGIANG,VOY_07_2025,13,NAMLEA,2025-04-10 11:00:00,5.0,SANANA,0.6533819798859563
KM SANGIANG,VOY_07_2025,14,SANANA,2025-04-11 06:00:00,2.0,BACAN,0.34838104791605484
KM SANGIANG,VOY_07_2025,15,BACAN,2025-04-12 05:00:00,2.0,TERNATE,0.47626445493407177
KM SANGIANG,VOY_07_2025,16,TERNATE,2025-04-12 19:00:00,2.0,BITUNG,0.5026021836317596
KM SANGIANG,VOY_07_2025,17,BITUNG,2025-04-13 17:00:00,0.0,,0.34509662178392686
KM SANGIANG,VOY_08_2025,1,BITUNG,2025-04-13 17:00:00,23.0,TERNATE,0.45480361126403246
KM SANGIANG,VOY_08_2025,2,TERNATE,2025-04-15 13:00:00,3.0,BACAN,0.6941662728554692
KM SANGIANG,VOY_08_2025,3,BACAN,2025-04-16 05:00:00,2.0,SANANA,0.5627128652404114
KM SANGIANG,VOY_08_2025,4,SANANA,2025-04-17 06:00:00,2.0,NAMLEA,0.5145928831857821
KM SANGIANG,VOY_08_2025,5,NAMLEA,2025-04-17 22:00:00,1.0,AMBON,0.6675240951668729
KM SANGIANG,VOY_08_2025,6,AMBON,2025-04-18 09:00:00,6.0,BANDA,0.392893888218547
KM SANGIANG,VOY_08_2025,7,BANDA,2025-04-19 07:00:00,2.0,GESER,0.4502940824552798
KM SANGIANG,VOY_08_2025,8,GESER,2025-04-19 19:00:00,2.0,FAK-FAK,0.4632593296185911
KM SANGIANG,VOY_08_2025,9,FAK-FAK,2025-04-20 09:00:00,31.0,GESER,0.37488918544804023
KM SANGIANG,VOY_08_2025,10,GESER,2025-04-22 05:00:00,2.0,BANDA,0.41093134861669606
KM SANGIANG,VOY_08_2025,11,BANDA,2025-04-22 17:00:00,2.0,AMBON,0.35408851547460685
KM SANGIANG,VOY_08_2025,12,AMBON,2025-04-23 13:00:00,11.0,NAMLEA,0.44635472648028435
KM SANGIANG,VOY_08_2025,13,NAMLEA,2025-04-24 11:00:00,5.0,SANANA,0.37429674905513954
KM SANGIANG,VOY_08_2025,14,SANANA,2025-04-25 06:00:00,2.0,BACAN,0.6547703830985141
KM SANGIANG,VOY_08_2025,15,BACAN,2025-04-26 05:00:00,2.0,TERNATE,0.6520610920308028
KM SANGIANG,VOY_08_2025,16,TERNATE,2025-04-26 19:00:00,2.0,BITUNG,0.338321405464605
KM SANGIANG,VOY_08_2025,17,BITUNG,2025-04-27 17:00:00,0.0,,0.4728423367682964
KM SINABUNG,VOY_06_2025,1,SURABAYA,2025-03-28 23:00:00,14.0,MAKASSAR,0.6502148295001369
KM SINABUNG,VOY_06_2025,2,MAKASSAR,2025-03-30 20:00:00,4.0,BAU-BAU,0.30550963149758464
KM SINABUNG,VOY_06_2025,3,BAU-BAU,2025-03-31 17:00:00,3.0,AMBON,0.40491554538314223
KM SINABUNG,VOY_06_2025,4,AMBON,2025-04-01 23:00:00,4.0,SORONG,0.3751461062115454
KM SINABUNG,VOY_06_2025,5,SORONG,2025-04-03 03:00:00,3.0,MANOKWARI,0.602369420212264
KM SINABUNG,VOY_06_2025,6,MANOKWARI,2025-04-03 20:00:00,2.0,BIAK,0.6294072287046651
KM SINABUNG,VOY_06_2025,7,BIAK,2025-04-04 08:00:00,2.0,JAYAPURA,0.561269415806287
KM SINABUNG,VOY_06_2025,8,JAYAPURA,2025-04-05 07:00:00,6.0,BIAK,0.5000823302292973
KM SINABUNG,VOY_06_2025,9,BIAK,2025-04-06 10:00:00,2.0,MANOKWARI,0.43678510163846
KM SINABUNG,VOY_06_2025,10,MANOKWARI,2025-04-06 22:00:00,2.0,SORONG,0.5118405681240757
KM SINABUNG,VOY_06_2025,11,SORONG,2025-04-07 15:00:00,3.0,BAU-BAU,0.4032414773404791
KM SINABUNG,VOY_06_2025,12,BAU-BAU,2025-04-09 15:00:00,3.0,MAKASSAR,0.5428103806337019
KM SINABUNG,VOY_06_2025,13,MAKASSAR,2025-04-10 11:00:00,2.0,SURABAYA,0.6094226310417663
KM SINABUNG,VOY_06_2025,14,SURABAYA,2025-04-11 21:00:00,0.0,,0.49327273435129976
KM SINABUNG,VOY_07_2025,1,SURABAYA,2025-04-11 21:00:00,9.0,BALIKPAPAN,0.4427317451572145
KM SINABUNG,VOY_07_2025,2,BALIKPAPAN,2025-04-13 17:00:00,3.0,MAKASSAR,0.506012014286107
KM SINABUNG,VOY_07_2025,3,MAKASSAR,2025-04-14 17:00:00,4.0,BAU-BAU,0.6105256203792635
KM SINABUNG,VOY_07_2025,4,BAU-BAU,2025-04-15 13:00:00,2.0,BANGGAI,0.6666194126308926
KM SINABUNG,VOY_07_2025,5,BANGGAI,2025-04-16 10:00:00,1.0,BITUNG,0.6974671924112898
KM SINABUNG,VOY_07_2025,6,BITUNG,2025-04-17 02:00:00,3.0,TERNATE,0.5793064468770683
KM SINABUNG,VOY_07_2025,7,TERNATE,2025-04-17 16:00:00,2.0,BACAN,0.5926833539397038
KM SINABUNG,VOY_07_2025,8,BACAN,2025-04-18 01:00:00,1.0,SORONG,0.41843113472823223
KM SINABUNG,VOY_07_2025,9,SORONG,2025-04-18 18:00:00,3.0,MANOKWARI,0.6744814722298228
KM SINABUNG,VOY_07_2025,10,MANOKWARI,2025-04-19 12:00:00,2.0,BIAK,0.41312843131907884
KM SINABUNG,VOY_07_2025,11,BIAK,2025-04-19 23:00:00,2.0,JAYAPURA,0.6968774503478712
KM SINABUNG,VOY_07_2025,12,JAYAPURA,2025-04-20 22:00:00,6.0,BIAK,0.3028114510307892
KM SINABUNG,VOY_07_2025,13,BIAK,2025-04-22 01:00:00,2.0,MANOKWARI,0.5126160581611376
KM SINABUNG,VOY_07_2025,14,MANOKWARI,2025-04-22 13:00:00,2.0,SORONG,0.5652872919470967
KM SINABUNG,VOY_07_2025,15,SORONG,2025-04-23 06:00:00,2.0,BACAN,0.5204808953154899
KM SINABUNG,VOY_07_2025,16,BACAN,2025-04-24 00:00:00,1.0,TERNATE,0.5766210051741177
KM SINABUNG,VOY_07_2025,17,TERNATE,2025-04-24 08:00:00,2.0,BITUNG,0.6602117452223208
KM SINABUNG,VOY_07_2025,18,BITUNG,2025-04-24 20:00:00,3.0,BANGGAI,0.49629777083528726
KM SINABUNG,VOY_07_2025,19,BANGGAI,2025-04-25 15:00:00,2.0,BAU-BAU,0.5473394339135874
KM SINABUNG,VOY_07_2025,20,BAU-BAU,2025-04-26 10:00:00,2.0,MAKASSAR,0.4351542577553372
KM SINABUNG,VOY_07_2025,21,MAKASSAR,2025-04-27 05:00:00,2.0,SURABAYA,0.3262030522217857
KM SINABUNG,VOY_07_2025,22,SURABAYA,2025-04-28 15:00:00,0.0,,0.4193437270219252
KM TIDAR,VOY_07_2025,1,KIJANG,2025-03-28 09:00:00,4.0,TANJUNG PRIOK,0.40296729999217995
KM TIDAR,VOY_07_2025,2,TANJUNG PRIOK,2025-03-30 01:00:00,15.0,SURABAYA,0.6010453310561157
KM TIDAR,VOY_07_2025,3,SURABAYA,2025-03-31 21:00:00,3.0,MAKASSAR,0.6471394636486036
KM TIDAR,VOY_07_2025,4,MAKASSAR,2025-04-02 07:00:00,3.0,BAU-BAU,0.48145392547417937
KM TIDAR,VOY_07_2025,5,BAU-BAU,2025-04-03 02:00:00,3.0,MAUMERE,0.5245637437351615
KM TIDAR,VOY_07_2025,6,MAUMERE,2025-04-03 19:00:00,2.0,LARANTUKA,0.6297494472405866
KM TIDAR,VOY_07_2025,7,LARANTUKA,2025-04-04 03:00:00,2.0,LEWOLEBA,0.4134886371210156
KM TIDAR,VOY_07_2025,8,LEWOLEBA,2025-04-04 08:00:00,2.0,KUPANG,0.5224698902026608
KM TIDAR,VOY_07_2025,9,KUPANG,2025-04-04 18:00:00,4.0,LEWOLEBA,0.45018241463903685
KM TIDAR,VOY_07_2025,10,LEWOLEBA,2025-04-05 07:00:00,2.0,LARANTUKA,0.3243850006388588
KM TIDAR,VOY_07_2025,11,LARANTUKA,2025-04-05 12:00:00,2.0,MAUMERE,0.3372590644407747
KM TIDAR,VOY_07_2025,12,MAUMERE,2025-04-05 20:00:00,2.0,BAU-BAU,0.3425981079039752
KM TIDAR,VOY_07_2025,13,BAU-BAU,2025-04-06 11:00:00,2.0,MAKASSAR,0.44802031172932066
KM TIDAR,VOY_07_2025,14,MAKASSAR,2025-04-07 07:00:00,5.0,SURABAYA,0.5556884386582377
KM TIDAR,VOY_07_2025,15,SURABAYA,2025-04-08 20:00:00,2.0,TANJUNG PRIOK,0.5905426640672498
KM TIDAR,VOY_07_2025,16,TANJUNG PRIOK,2025-04-10 04:00:00,2.0,KIJANG,0.43302023811002155
KM TIDAR,VOY_07_2025,17,KIJANG,2025-04-11 16:00:00,0.0,,0.6002783002568534
KM TIDAR,VOY_08_2025,1,KIJANG,2025-04-11 16:00:00,3.0,TANJUNG PRIOK,0.5722977962345913
KM TIDAR,VOY_08_2025,2,TANJUNG PRIOK,2025-04-13 07:00:00,6.0,SURABAYA,0.4483545967402652
KM TIDAR,VOY_08_2025,3,SURABAYA,2025-04-14 18:00:00,3.0,MAKASSAR,0.6287771461818815
KM TIDAR,VOY_08_2025,4,MAKASSAR,2025-04-16 04:00:00,3.0,BAU-BAU,0.345460623481473
KM TIDAR,VOY_08_2025,5,BAU-BAU,2025-04-17 00:00:00,3.0,MAUMERE,0.33869107115007013
KM TIDAR,VOY_08_2025,6,MAUMERE,2025-04-17 17:00:00,2.0,LARANTUKA,0.4448413966179532
KM TIDAR,VOY_08_2025,7,LARANTUKA,2025-04-18 01:00:00,2.0,LEWOLEBA,0.4261072667423601
KM TIDAR,VOY_08_2025,8,LEWOLEBA,2025-04-18 06:00:00,1.0,KUPANG,0.6593991756679359
